subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,error_type,correct_answer,potential_reason,source,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
medical_genetics,A nonsense mutation involves:,a regulatory sequence.,an AG splice acceptor site.,the creation of a different amino acid.,the creation of a stop codon.,3,D,ok,,,https://medizzy.com/learning/mcq/set/33896667,A nonsense,mutation involves:, sentence.,"A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense

A nonsense",0.0,0.0,0.36,0.35
business_ethics,Which of the following areas is not covered by the principles enshrined in the UN Global Compact?,Human rights,Labour,Commercial performance,Anti-corruption,2,C,ok,,,https://learninglink.oup.com/access/content/cranebe5e-student-resources/cranebe5e-chapter-11-multiple-choice-questions?previousFilter=tag_chapter-11,Which of the following areas is not covered by the,principles enshrined in the UN Global Compact?,following areas is not covered by the MMLU-Redux dataset?,"Which of the following areas is not covered by the **current study's scope?**

A. The impact of remote work on employee productivity.
B. The correlation between flexible hours and job satisfaction.
C. The long-term effects of hybrid models on team cohesion.
D. The psychological impact of office relocation on staff morale.

**Answer: D**

**Explanation:** The original text (implied context) likely discusses a study focused on productivity, satisfaction, and team dynamics within a hybrid or remote context. While office relocation is a significant topic, it is often considered a separate variable or a specific case study rather than a core component of general remote/hybrid work analysis in this specific context, making it the area *not* covered.",0.03,0.12,0.43,0.36
astronomy,How do scientists know that the majority of meteorites come from the asteroid belt?,Bubbles of gas trapped in the crystals within meteorites are identical to the gases trapped in asteroids.,The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.,Collisions are common in the asteroid belt and we can track the fragments from their source asteroid to the Earth where they become meteorites.,The asteroid belt is the only possible source of meteorites therefore they must originate there.,1,B,ok,,,https://askanearthspacescientist.asu.edu/where-meteorites-come-from,How do scientists know that the majority of,meteorites come from the asteroid belt?,the mass of the universe is dark matter?,"How do scientists know that the majority of the universe is made of dark matter and dark energy?

They don't see it directly. Instead, they infer its existence through its gravitational influence on visible matter. For instance, galaxies rotate so fast that, based on the visible mass alone, they should fly apart. The fact that they hold together suggests a massive amount of invisible ""glue"" holding them in place—dark matter. Similarly, the accelerating expansion of the universe, observed through distant supernovae, implies a repulsive force driving it apart, attributed to dark energy. By mapping the cosmic microwave background radiation and measuring the large-scale structure of the universe, scientists have pieced together a model where ordinary matter makes up only about 5% of the cosmos, with the rest being these mysterious, unseen components.",0.01,0.14,0.44,0.5
high_school_european_history,"This question refers to the following information.
In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&…
""Foolery! They'll never get out of it with their foolery.""
Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.
His voice changed, his eyes grew bright, he fixed them on étienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place.""
émile Zola, French writer, Germinal, 1885
A nineteenth-century Russian historian evaluating this passage would probably be most interested in",the Russian interest in French culture,the spirit of camaraderie amongst the miners,the sense of continual class struggle,the need for noblesse oblige,2,C,ok,,,,"This question refers to the following information. In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&…
""Foolery! They'll never get out of it with their foolery."" Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.","His voice changed, his eyes grew bright, he fixed them on étienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place."" émile Zola, French writer, Germinal, 1885
A nineteenth-century Russian historian evaluating this passage would probably be most interested in","The colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.","But decidedly the fusion had not taken place. The workers remained strangers to one another, bound only by the harsh rhythm of the mine and the shared hunger that gnawed at their bellies. Souvarine, once a man of high station, now felt like a ghost haunting his own creation; he had poured his soul into the cause of the proletariat, yet the very people he sought to elevate seemed incapable of rising above their immediate, squalid existence. They spoke of bread and wages, not of brotherhood or a new world. The dream of a society of labour in common, which he had nurtured with such tenderness, had withered under the weight of their indifference and the crushing reality of their poverty. He stood alone in the twilight of the settlement, a solitary figure surrounded by the very people he had tried to save, realizing with a bitter clarity that the old order might fall, but the new one he envisioned would never be born.",0.11,0.06,0.8,0.75
professional_medicine,"A 22-year-old man is brought to the emergency department 30 minutes after he sustained a gunshot wound to the abdomen. His pulse is 120/min, respirations are 28/min, and blood pressure is 70/40 mm Hg. Breath sounds are normal on the right and decreased on the left. Abdominal examination shows an entrance wound in the left upper quadrant at the midclavicular line below the left costal margin. There is an exit wound laterally in the left axillary line at the 4th rib. Intravenous fluid resuscitation is begun. Which of the following is the most appropriate next step in management?",CT scan of the chest,Intubation and mechanical ventilation,Peritoneal lavage,Left tube thoracostomy,3,D,ok,,,http://dromersenturk.com/down/ornek_sorular/USMLE-Step-2.pdf,"A 22-year-old man is brought to the emergency department 30 minutes after he sustained a gunshot wound to the abdomen. His pulse is 120/min, respirations are 28/min, and blood pressure is 70/40 mm Hg. Breath sounds are normal on the right and decreased on the left. Abdominal examination shows an entrance wound in the left upper quadrant at the midclavicular line below the left costal margin.",There is an exit wound laterally in the left axillary line at the 4th rib. Intravenous fluid resuscitation is begun. Which of the following is the most appropriate next step in management?,"Physical examination of the chest reveals a hyperresonant left hemithorax and absent breath sounds on the left. A chest tube is inserted, and 1,500 mL of blood is aspirated. Which of the following is the most appropriate next step in management?","The patient is hemodynamically unstable with signs of hypovolemic shock (tachycardia, tachypnea, and hypotension). The physical exam reveals decreased breath sounds on the left, suggesting a concurrent pneumothorax or hemothorax, likely due to the trajectory of the projectile. Given the entrance wound in the left upper quadrant and the patient's instability, the most likely injury involves the spleen, which is the most commonly injured organ in this region. Immediate surgical exploration is indicated to control hemorrhage.

**Second Piece:**
**Exploratory laparotomy is performed immediately. Upon entering the abdomen, a large, pulsatile hematoma is identified in the left upper quadrant, and the spleen is found to be lacerated and actively bleeding. The spleen is devascularized and removed via splenectomy. Following the procedure, the patient is transfused with packed red blood cells and crystalloids, and a chest tube is placed on the left side to manage the pneumothorax. The patient's blood pressure stabilizes at 100/60 mm Hg, and he is transferred to the intensive care unit for further monitoring.**",0.11,0.43,0.54,0.78
nutrition,"Which of the following could lead to iodine deficiency?
",Low intake of fruits and vegetables,Intake only of locally grown food in central Africa,Insufficient caloric intake,Inadequate sunlight exposure,1,B,ok,,,https://global.oup.com/uk/orc/health/geissler13e/student/mcqs/ch29/,Which of the following could,"lead to iodine deficiency?
","be the best example of a ""red herring"" in a logical reasoning test?","Which of the following could **be considered a valid hypothesis for the observed phenomenon?**

*(Note: Since the first piece is a sentence fragment ending in ""could,"" the second piece must provide the necessary object or predicate to complete the thought logically. The example above creates a coherent scientific or analytical question.)*",0.04,0.0,0.35,0.25
high_school_biology,Lampreys attach to the skin of lake trout and absorb nutrients from its body. This relationship is an example of,commensalism,parasitism,mutualism,gravitropism,1,B,ok,,,https://www.crackap.com/ap/biology/question-102.html,Lampreys attach to the skin of lake trout and absorb nutrients from its body.,This relationship is an example of,This is an example of parasitism.,"Lampreys attach to the skin of lake trout and absorb nutrients from its body, often leaving behind a trail of blood that can weaken the host fish.",0.06,0.83,0.67,0.73
college_computer_science,Which of the following algorithms has running time Θ(n^2) in the worst case but Θ(n log n) on average?,Bubblesort,Mergesort,Heapsort,Quicksort,3,D,ok,,,https://people.engr.tamu.edu/d-walker/Quals/CompSciGREPractice.pdf,Which of the following algorithms has running time Θ(n^2) in the,worst case but Θ(n log n) on average?,worst case?,"Which of the following algorithms has running time Θ(n^2) in the **worst case?**

A. Merge Sort
B. Quick Sort
C. Bubble Sort
D. Binary Search

**Answer:** C. Bubble Sort

**Explanation:**
*   **Merge Sort** always has a running time of Θ(n log n) regardless of the input.
*   **Quick Sort** has an average running time of Θ(n log n) and a worst-case running time of Θ(n^2), but it is not strictly Θ(n^2) for all inputs.
*   **Bubble Sort** has a worst-case running time of Θ(n^2) (when the array is reverse sorted) and a best-case running time of Θ(n) (if the array is already sorted). Since the question asks for an algorithm characterized by Θ(n^2) in the worst case (and often cited as O(n^2) generally), Bubble Sort is the correct choice among the options provided.
*   **Binary Search** has a running time of Θ(log n).",0.08,0.4,0.58,0.72
formal_logic,"Select the best translation into predicate logic: Caroline is sweet if, and only if, Janet is engaged to Brad.",Cs ⊃ Ej,Sc ≡ Ej,sC ≡ eJ,Sx ≡ Jy,1,B,multiple_correct_answers,,"Answer 1 and 3 are equivalent up to naming, which in logic shouldn't be considered. Even 2 arguably, but let's assume capital letters correspond to relations. ",Expert,"Select the best translation into predicate logic: Caroline is sweet if,","and only if, Janet is engaged to Brad.","and only if, Caroline is nice.","Caroline is sweet if, and only if, she is kind and helpful.

**Best translation into predicate logic:**

Let:
*   $C(x)$: $x$ is Caroline.
*   $S(x)$: $x$ is sweet.
*   $K(x)$: $x$ is kind.
*   $H(x)$: $x$ is helpful.

The statement ""Caroline is sweet if, and only if, she is kind and helpful"" translates to:

$$S(C) \leftrightarrow (K(C) \land H(C))$$

*(Note: If the original text intended only a one-way conditional ""if"" without ""only if,"" the translation would be $S(C) \rightarrow (K(C) \land H(C))$. However, in logical translation exercises, ""if"" at the end of a sentence often implies a biconditional relationship when defining a character trait, or the phrase is incomplete. Assuming the standard biconditional interpretation for definitions:)*

**Final Answer:**
$$S(C) \leftrightarrow (K(C) \land H(C))$$",0.07,0.57,0.52,0.55
high_school_computer_science,A sorted list of numbers contains 500 elements. Which of the following is closest to the maximum number of list elements that will be examined when performing a binary search for a value in the list?,10,50,250,500,0,A,ok,,,,A sorted list of numbers contains 500 elements.,Which of the following is closest to the maximum number of list elements that will be examined when performing a binary search for a value in the list?,"The sum of the first 250 elements is 1000, and the sum of the last 250 elements is 2000. What is the median of the list?",A sorted list of numbers contains 500 elements. **The task is to find the median value of this list.**,0.3,0.3,0.58,0.51
high_school_geography,Which of the following is a characteristic of a developed country?,Over 50% of workforce engaged in agriculture,Women held in inferior place in society,Main disease related to age and lifestyle,High birth and death rates,2,C,ok,,,www.crackap.com - AP Human Geography Question 216,Which of the following is a characteristic,of a developed country?,of a good hypothesis in the scientific method?,"Which of the following is a characteristic **of a healthy ecosystem is biodiversity, as it ensures resilience against environmental changes and supports a balanced food web.**",0.13,0.33,0.39,0.41
public_relations,Which of these types of survey question seeks qualitative information?,Likert scale,Multiple choice,Open-ended,Yes/No,2,C,ok,,,https://userpilot.com/blog/type-of-survey-questions/#:~:text=Open%2Dended%20survey%20questions%20bring%20in%20qualitative%20feedback%20in%20users%E2%80%99%20own%20words%20with%20valuable%20insights%20into%20the%20customer%20experience,Which of these types of survey,question seeks qualitative information?,sampling methods are most likely to result in a representative sample?,"Which of these types of survey questions is most likely to yield biased results?

A) Open-ended questions that allow respondents to express their thoughts freely.
B) Leading questions that suggest a specific answer or opinion.
C) Multiple-choice questions that provide a limited range of options.
D) Likert scale questions that measure the intensity of an opinion.

**Answer: B) Leading questions that suggest a specific answer or opinion.**

**Explanation:** Leading questions are designed to influence the respondent toward a particular answer, often by using word choice that implies a desired outcome. This can compromise the objectivity and accuracy of the survey data, making them the most likely source of bias among the options listed. Open-ended questions (A) encourage honest expression, multiple-choice questions (C) offer clarity (though they can limit nuance), and Likert scales (D) are standard tools for measuring attitudes without inherent bias in their structure.",0.0,0.0,0.59,0.48
college_computer_science,"For a connected, undirected graph G = (V, E), which of the following must be true?
I. Σ_{v∈V} degree(v) is even.
II. |E| ≥ |V| − 1
III. G has at least one vertex with degree 1.",I only,II only,III only,I and II,3,D,ok,,,https://people.engr.tamu.edu/d-walker/Quals/CompSciGREPractice.pdf,"For a connected, undirected graph G = (V, E), which of the following must be true? I. Σ_{v∈V} degree(v) is even. II.","|E| ≥ |V| − 1
III. G has at least one vertex with degree 1.",Σ_{v∈V} degree(v) = 2|E|. III. The number of odd-degree vertices is even.,"II. Σ_{v∈V} degree(v) = 2|E|.

**Explanation:**
In graph theory, the **Handshaking Lemma** states that the sum of the degrees of all vertices in a finite graph is equal to twice the number of edges. Since every edge connects exactly two vertices (in an undirected graph), it contributes exactly 2 to the total degree sum. This also implies that the sum must be an even number, making statement I a direct consequence of statement II.",0.04,0.21,0.51,0.68
miscellaneous,A committee of middle school teachers is meeting to begin the process of finding a software program to improve students' drafting skills. Which of the following steps should the committee take first in the process?,Downloading a trial version of the most popular software for evaluation,Conducting a survey to determine the importance of drafting skills in the classroom,Defining the learning objectives they would like the software to meet,Deciding what type of user interface would be most appropriate,2,C,multiple_correct_answers,"1,2",Those could consider correct?,,A committee of middle school teachers is meeting to begin the process of finding a software program to improve students' drafting skills.,Which of the following steps should the committee take first in the process?,"The committee has decided to use a multiple-choice format to evaluate the software options. Which of the following is NOT a common feature of software designed to improve students' drafting skills?
A. Grammar checking
B. Vocabulary suggestions
C. Automated essay scoring
D. Real-time collaboration","The committee begins by reviewing a list of potential tools, weighing features like real-time feedback, interactive grammar guides, and customizable templates against the students' varying skill levels and the school's budget constraints.",0.13,0.14,0.71,0.59
professional_medicine,"A 35-year-old woman comes to the office because of a 3-day history of severe right back pain. She has not had any fever, chills, or weight loss. She has no history of major medical illness. Musculoskeletal and neurologic examinations show no abnormalities. When told that her examination is normal, the patient becomes tearful and demands an MRI of her back because her mother just died from breast cancer metastatic to bone and she fears that she may also have cancer. The patient already contacted her insurance company, who told her that if she has neurologic abnormalities an MRI may be covered by her plan. The patient asks the physician to order the MRI indicating that she has neurologic findings. Which of the following is the most appropriate initial action by the physician?",Advise the patient to change insurance companies as soon as she is able so that she can receive more comprehensive medical care,Explain that the patient does not need the MRI and that it is not appropriate to misrepresent her examination findings,Immediately inform the patient's insurance company about what the patient has asked the physician to do,Order the MRI as the patient requests,1,B,ok,,,https://web.archive.org/web/20180619084252/http://www.usmle.org/pdfs/step-1/samples_step1.pdf,"A 35-year-old woman comes to the office because of a 3-day history of severe right back pain. She has not had any fever, chills, or weight loss. She has no history of major medical illness. Musculoskeletal and neurologic examinations show no abnormalities. When told that her examination is normal, the patient becomes tearful and demands an MRI of her back because her mother just died from breast cancer metastatic to bone and she fears that she may also have cancer.","The patient already contacted her insurance company, who told her that if she has neurologic abnormalities an MRI may be covered by her plan. The patient asks the physician to order the MRI indicating that she has neurologic findings. Which of the following is the most appropriate initial action by the physician?",The most appropriate next step in management is to:,"The physician explains that the physical examination and lack of constitutional symptoms (fever, weight loss) make malignancy highly unlikely, and that an MRI would likely be a false positive, causing unnecessary anxiety and potential harm from radiation or contrast dye. The patient, however, remains distressed and insists on the imaging. The physician then suggests a diagnostic trial of a short course of nonsteroidal anti-inflammatory drugs (NSAIDs) and a muscle relaxant, advising the patient to return in 48 hours if the pain does not improve. The patient agrees to this plan, though she expresses hope that the pain will resolve quickly.",0.17,0.1,0.67,0.7
professional_accounting,"Which of the following situations would not impair objectivity, integrity, or independence with respect to an audit client?",An auditor takes the client’s audit committee to Las Vegas for the weekend.,An out-of-town client takes the audit engagement team out to dinner at a renowned local restaurant.,An auditor provides client management with box seats for the season at a major league baseball franchise.,A client takes the audit engagement team on a two-day ski trip after the audit team worked for two consecutive weekends.,1,B,ok,,,,"Which of the following situations would not impair objectivity, integrity, or",independence with respect to an audit client?,professionalism?,"Which of the following situations would not impair objectivity, integrity, or **professional judgment?**

A. A consultant accepts a gift from a client to cover travel expenses.
B. An auditor is the spouse of a partner who audits the same client.
C. A financial analyst holds stock in a company they are currently researching for a report.
D. A manager delegates a task to a subordinate who is a close friend of the manager.

**Correct Answer: A**

**Explanation:**
*   **Option A:** Accepting a gift specifically to cover travel expenses is generally considered a reimbursement for business-related costs rather than a personal gift. As long as the amount is reasonable and the expense is directly related to the engagement, it does not typically impair objectivity or integrity.
*   **Option B:** This creates a **self-interest threat** (due to family relationships) and a **familiarity threat**, which would impair objectivity.
*   **Option C:** Holding stock in a company being researched creates a **self-interest threat** (conflict of interest), impairing objectivity.
*   **Option D:** Delegating to a close friend creates a **familiarity threat**, impairing professional judgment and objectivity.",0.03,0.0,0.57,0.64
logical_fallacies,The fallacy of composition is,attributing the cause of an event to a simple cause when the cause is more complex,arguing that what is true of part of an object must be true of the entire object,drawing a conclusion without enough evidence to support that conclusion,drawing a conclusion based on sign reasoning when there is not really a direct relationship between the alleged sign and the subject of the conclusion,1,B,ok,,,,The fallacy of,composition is,composition is the error of assuming that what is true of the parts must be true of the whole.,"The fallacy of **composition** occurs when one assumes that what is true of the parts must also be true of the whole. For instance, because every individual brick in a wall is small, it would be a logical error to conclude that the entire wall is small; the collective property of the parts often creates a new, distinct property in the aggregate.",0.06,0.19,0.44,0.58
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As a business owner, I must take some money out of my employee's checks for taxes. Scenario 2 | I called the police on the teacher for violent threats.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",3,D,ok,,,,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As a business owner, I must take some money out of my employee's checks for taxes.",Scenario 2 | I called the police on the teacher for violent threats.,"Scenario 2 | As a business owner, I must take some money out of my employee's checks for taxes.","Scenario 2 | As a business owner, I decide to withhold a portion of my employee's paycheck to pay for my personal debt.",0.23,0.26,0.76,0.83
human_sexuality,Judaism regards sexuality as,inherently evil,God's afterthought and has become an aberration,a gift from God,primarily a biological function,2,C,ok,,,https://www.myjewishlearning.com/article/judaism-and-sex-questions-and-answers/,Judaism regards,sexuality as,"it as a religion, but also as a way of life.","Judaism regards the Torah not merely as a set of laws, but as the living voice of God, a covenantal bond between the divine and the people of Israel that demands constant study, observance, and ethical application in daily life.",0.05,0.15,0.21,0.36
high_school_european_history,"This question refers to the following information.
Confidential—For Your Excellency's personal information and guidance
The Austro-Hungarian Ambassador yesterday delivered to the [German] Emperor [Wilhelm II] a confidential personal letter from the Emperor Francis Joseph [of Austria-Hungary], which depicts the present situation from the Austro-Hungarian point of view, and describes the measures which Vienna has in view. A copy is now being forwarded to Your Excellency. …
His Majesty desires to say that he is not blind to the danger which threatens Austria-Hungary and thus the Triple Alliance as a result of the Russian and Serbian Pan-Slavic agitation. … His Majesty will, furthermore, make an effort at Bucharest, according to the wishes of the Emperor Franz Joseph, to influence King Carol to the fulfilment of the duties of his alliance, to the renunciation of Serbia, and to the suppression of the Rumanian agitations directed against Austria-Hungary.
Finally, as far as concerns Serbia, His Majesty, of course, cannot interfere in the dispute now going on between Austria-Hungary and that country, as it is a matter not within his competence. The Emperor Franz Joseph may, however, rest assured that His Majesty will faithfully stand by Austria-Hungary, as is required by the obligations of his alliance and of his ancient friendship.
Theobald von Bethmann-Hollweg (chancellor of Germany), telegram to the German ambassador at Vienna, July 6, 1914
From the passage, one may infer that Bethmann-Hollweg's telegram is often referred to as Germany's ""blank check"" because",it pledged Germany to join the Triple Alliance and support Austria-Hungary against the Triple Entente,"it was understood to give Austria an unlimited scope of response to the assassination of Franz Ferdinand, to Serbia, and Pan-Slavism within the Austro-Hungarian Empire",it pledged Germany's unlimited support to Franz Joseph in his efforts to succeed the recently assassinated Franz Ferdinand,it offered nothing in terms of real support to Franz Joseph and Austria-Hungary,1,B,ok,,,,"This question refers to the following information. Confidential—For Your Excellency's personal information and guidance
The Austro-Hungarian Ambassador yesterday delivered to the [German] Emperor [Wilhelm II] a confidential personal letter from the Emperor Francis Joseph [of Austria-Hungary], which depicts the present situation from the Austro-Hungarian point of view, and describes the measures which Vienna has in view. A copy is now being forwarded to Your Excellency. …
His Majesty desires to say that he is not blind to the danger which threatens Austria-Hungary and thus the Triple Alliance as a result of the Russian and Serbian Pan-Slavic agitation. … His Majesty will, furthermore, make an effort at Bucharest, according to the wishes of the Emperor Franz Joseph, to influence King Carol to the fulfilment of the duties of his alliance, to the renunciation of Serbia, and to the suppression of the Rumanian agitations directed against Austria-Hungary.","Finally, as far as concerns Serbia, His Majesty, of course, cannot interfere in the dispute now going on between Austria-Hungary and that country, as it is a matter not within his competence. The Emperor Franz Joseph may, however, rest assured that His Majesty will faithfully stand by Austria-Hungary, as is required by the obligations of his alliance and of his ancient friendship. Theobald von Bethmann-Hollweg (chancellor of Germany), telegram to the German ambassador at Vienna, July 6, 1914
From the passage, one may infer that Bethmann-Hollweg's telegram is often referred to as Germany's ""blank check"" because","… His Majesty will, furthermore, make an effort at Bucharest, according to the wishes of the Emperor Franz Joseph, to influence King Carol to the fulfilment of the duties of his alliance, to the renunciation of Serbia, and to the suppression of the Rumanian agitations directed against Austria-Hungary.","SECOND PIECE:
… His Majesty is convinced that the only way to preserve the peace of Europe and the integrity of the Triple Alliance is to act with the utmost firmness and foresight. He has therefore instructed the Ambassador to convey the Emperor's personal assurance that Austria-Hungary is prepared to take the necessary steps to ensure the security of the Balkans, provided that the aggressive policies of Russia and Serbia are checked. The Emperor Franz Joseph believes that a diplomatic solution, supported by the firm backing of the German Empire, can avert the catastrophic war that threatens to engulf the continent. Your Excellency is requested to use your influence to ensure that the Emperor's message is received with the gravity and attention it deserves, and to facilitate any further communication between the courts of Vienna and Berlin that may be required to stabilize the situation. We await Your Excellency's reply with the utmost anticipation.",0.18,0.2,0.66,0.74
high_school_world_history,"This question refers to the following information.
The condition of foreign states is not what it once was; they have invented the steamship, and introduced radical changes in the art of navigation. They have also built up their armies to a state of great efficiency and are possessed of war implements of great power and precision, in short have license to be formidable powers. If, therefore, we persistently cling to our antiquated systems, heaven only knows what a mighty calamity may befall our Empire.
—Adapted from a letter written by Lord Ii to Lord Tokugawa, 1847
How did Japan respond to the concerns raised by Lord Ii during this era?",The government dismantled the Chinese-style civil service system.,The government undertook a program of conquest in the Pacific.,The country sent emissaries to study western democracies and industry.,The country turned inward and closed its ports to all foreigners.,2,C,ok,,,"AP World History Practice Test 33, Question 2","This question refers to the following information. The condition of foreign states is not what it once was; they have invented the steamship, and introduced radical changes in the art of navigation. They have also built up their armies to a state of great efficiency and are possessed of war implements of great power and precision, in short have license to be formidable powers.","If, therefore, we persistently cling to our antiquated systems, heaven only knows what a mighty calamity may befall our Empire. —Adapted from a letter written by Lord Ii to Lord Tokugawa, 1847
How did Japan respond to the concerns raised by Lord Ii during this era?","The United States has not yet learned the lesson of the past, and she is not prepared to meet the challenges of the future.","This question refers to the following information. The condition of foreign states is not what it once was; they have invented the steamship, and introduced radical changes in the art of navigation. They have also built up their armies to a state of great efficiency and are possessed of war implements of great power and precision, in short have license to be formidable powers.

**SECOND PIECE:**
Consequently, the British government must adopt a policy of strict neutrality and avoid any entanglement in European conflicts, for the balance of power has shifted so decisively that Britain can no longer rely on the old alliances to protect its interests. The rapid expansion of foreign naval capabilities renders traditional blockades obsolete, while the precision of modern weaponry threatens the very existence of colonial holdings. Therefore, it is imperative that the nation focus its resources on strengthening its own merchant marine and developing a defensive strategy that accounts for these unprecedented technological advancements, rather than attempting to match the offensive capabilities of these new rivals.",0.06,0.06,0.57,0.61
high_school_macroeconomics,In order to go from national income to GDP one must,add depreciation expenses,add indirect taxes,subtract subsidies,all of the above,3,D,ok,3,,https://www.crackap.com/ap/macroeconomics/test9.html,In order to go from national income,to GDP one must,"to GDP, we need to add the value of the final goods and services produced by the government.","In order to go from national income to national product, one must add the value of the capital consumed during the production process. This adjustment accounts for the depreciation of fixed assets, ensuring that the resulting figure represents the total value of goods and services produced within an economy during a specific period, rather than just the income generated by the factors of production.",0.09,0.18,0.38,0.56
public_relations,Publishing and selling the creative work of others and protecting property rights of one's own creative work is regulated by,libel and publication regulations,access and deregulation,Securities and Exchange Commission,copyright and trademark law,3,D,ok,,,https://www2.tesu.edu/tecep_desc/COM-210.pdf,Publishing and selling the creative work of others and protecting property rights,of one's own creative work is regulated by,Copyright,"Publishing and selling the creative work of others and protecting property rights are fundamental aspects of the legal framework that governs intellectual property. These mechanisms ensure that creators receive fair compensation for their labor and innovation, while also preventing unauthorized use or distribution of their content. By establishing clear boundaries around ownership, societies encourage creativity and investment in new ideas, ultimately fostering a culture where original works can thrive without fear of exploitation.",0.07,0.0,0.57,0.56
