question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion,icl_evaluation
927,"On February 15, a company that manufactures metal sidings for home exteriors received the following order from a builder: ""Please ship 300 sheets of 1/4-inch refabricated aluminum siding. Delivery by April 1. ""On March 8, the company shipped 300 sheets of 1/2-inch refabricated aluminum siding, which were received by the builder on March 10. The following day, the builder sent the following fax to the company: ""Be advised that your shipment is rejected. Order stipulated 1/4-inch sheets. "" This fax was received by the company, but the builder did not ship the nonconforming aluminum sheets back to the company. Did the builder properly reject the shipment delivered on March 10?","Yes, because the company did not notify the builder that the 1/2-inch sheets were for accommodation only.","No, because the company could accept the builder's offer by prompt shipment of either conforming or nonconforming goods.","No, because the builder accepted the goods by not returning them immediately.","Yes, because the company failed to deliver by the stipulated April 1 deadline.","Yes, because the aluminum sheets were nonconforming goods.","No, because the builder waived its right to reject the nonconforming goods by not returning them promptly to the company.","No, because the company has the right to ship nonconforming goods as long as they meet the overall order requirements.","No, because the builder did not specify the reason for rejection in the fax.",,,E,4,law,ori_mmlu-professional_law,,test,"On February 15, a company that manufactures metal sidings for home exteriors received the following order from a builder: ""Please ship 300 sheets of 1/4-inch refabricated aluminum siding. Delivery by April 1. ""On March 8, the company shipped 300 sheets of 1/2-inch refabricated aluminum siding, which were received by the builder on March 10. The following day, the builder sent the following fax to the company: ""Be advised that your shipment is rejected.","Order stipulated 1/4-inch sheets. "" This fax was received by the company, but the builder did not ship the nonconforming aluminum sheets back to the company. Did the builder properly reject the shipment delivered on March 10?",Which of the following statements best describes the situation described above?,"The builder replied to the fax stating that the materials required were out of compliance with the agreed-upon specifications. Accordingly, the builder indicated that the shipment would have to be replaced with the correct product to satisfy the client's expectations. Subsequent correspondence confirmed the adjustment of the logistics plan within two weeks, allowing the company to fulfill the order as promised.",0.18,0.08,0.67,0.7,No
8239,"When n = 11, what is the value of 10 – (n + 6)?",3,0,5,–7,-5,1,27,7,-3,15,D,3,math,ori_mmlu-elementary_mathematics,,test,"When n = 11, what is the value",of 10 – (n + 6)?,is the value of the function defined as f(n) = n,to determine the solution,0.0,0.27,0.52,0.47,No
1793,"A resident of a state owned a large tract of virgin forest. The resident conveyed this tract ""to the people of the state in fee simple so long as said tract shall remain in its natural state (with exception for recreational, scientific, or educational purposes). ""Under state law, conveyances of real property to ""the people"" of the state are deemed to vest title in the state regarded as a legal entity, and custody over such property resides in an appointed official known as the director of environmental resources. The director granted a logging company the privilege to cut timber on a remote portion of the tract, together with incidental easements of way. The right of the logging company to cut and sell the timber that was to be cleared from the tract would be an example of a (an)",easement in gross.,Fee simple.,easement appurtenant.,Joint tenancy.,Leasehold estate.,Tenancy in common.,profit-a-prendre.,Life estate.,Quitclaim deed.,license.,G,6,law,ori_mmlu-professional_law,,test,"A resident of a state owned a large tract of virgin forest. The resident conveyed this tract ""to the people of the state in fee simple so long as said tract shall remain in its natural state (with exception for recreational, scientific, or educational purposes). ""Under state law, conveyances of real property to ""the people"" of the state are deemed to vest title in the state regarded as a legal entity, and custody over such property resides in an appointed official known as the director of environmental resources.","The director granted a logging company the privilege to cut timber on a remote portion of the tract, together with incidental easements of way. The right of the logging company to cut and sell the timber that was to be cleared from the tract would be an example of a (an)","According to the facts presented above, who holds the title to the property?","Consequently, the legal issue centers on whether the Director of Environmental Resources is authorized to enforce the covenant regarding the natural state of the tract despite the fee simple title being vested in the state.",0.21,0.16,0.52,0.55,No
7110,"A small business estimates price elasticity of demand for the product to be 3. To raise total revenue, owners should",keep the price constant as demand is elastic.,decrease price as demand is inelastic.,decrease the quality of the product.,increase price as demand is elastic.,increase price as demand is inelastic.,decrease the quantity of the product.,increase the quality of the product.,increase the quantity of the product.,decrease price as demand is elastic.,keep the price constant as demand is inelastic.,I,8,economics,ori_mmlu-high_school_microeconomics,,test,A small business estimates price elasticity of demand for the product to be 3.,"To raise total revenue, owners should",What impact would occur on the total revenue if the business lowers the price?,"A small business estimates price elasticity of demand for the product to be 3. Consequently, they calculate the optimal price to maximize revenue.",0.14,0.2,0.73,0.71,No
11848,"A communication link between two (\lambda/2) dipole antennas is establishedwith a free space environment. If the transmitter delivers1 (kW) of power to the transmitting antenna, how muchpower will be received by a receiver connected to the receivingdipole 500(km) from the transmitter if the frequency is200(MHz) ? Assume that the path between dipoles is normalto each dipole; i.e., \texttheta = 90°, and the dipoles are aligned.",7.85 × 10^-10 W,3.21 × 10^-11 W,1.53 × 10^-10 W,1.03 × 10^-10 W,5.67 × 10^-11 W,1.64 × 10^-10 W,2.05 × 10^-9 W,4.28 × 10^-11 W,9.42 × 10^-10 W,2.53 × 10^-10 W,C,2,engineering,stemez-Electromagnetics,,test,"A communication link between two (\lambda/2) dipole antennas is establishedwith a free space environment. If the transmitter delivers1 (kW) of power to the transmitting antenna, how muchpower will be received by a receiver connected to the receivingdipole 500(km) from the transmitter if the frequency is200(MHz) ?","Assume that the path between dipoles is normalto each dipole; i.e., \texttheta = 90°, and the dipoles are aligned.",Select the correct option.,"To calculate the received power, the Friis Transmission Equation for free-space propagation is applied, which relates the transmitted power to the free-space path loss, gain, and distance:

\[ P_r = \frac{P_t G_t G_r}{(4 \pi d)^2} \]

Given the transmitted power of 1 kW, the dipole gains (approximately 2.35 for half-wave dipoles), and a separation of 500 km, the computed received power is approximately 10 nanowatts (10 nW).",0.11,0.09,0.55,0.7,No
10661,Statement 1| The F1 score can be especially useful for datasets with class high imbalance. Statement 2| The area under the ROC curve is one of the main metrics used to assess anomaly detectors.,"True, False","False, False","Only the first part of Statement 2 is true, the rest is false","False, True","Only the second part of Statement 1 is true, the rest is false","Only the first part of Statement 1 is true, the rest is false","True, True",Both are partially true,Neither statement is completely true or false,"Only the second part of Statement 2 is true, the rest is false",G,6,computer science,ori_mmlu-machine_learning,,test,Statement 1| The F1 score can be especially useful for datasets with class high imbalance.,Statement 2| The area under the ROC curve is one of the main metrics used to assess anomaly detectors.,Question 1. The F1 score can be especially useful for datasets with class high imbalance.,This highlights that it balances recall with precision in handling skewed data distributions.,0.0,0.06,0.46,0.63,No
256,"PhilLeFrancpurchased (25 / 50) bodily injury insurance and $10,000 property damage insurance.The base premium for thebodily injury insurance was $101, while the base premiumfor the property damage coverage was $48. If Phil hada total factor of 1.37 for bodily injury and a total factor of 1.10forproperty damage, what was his premium for each typeof coverage?","$138.37 for bodily injury coverage, $52.80 for property damage coverage","$130.37 for bodily injury coverage, $50.80 for property damage coverage","$125.37 for bodily injury coverage, $48.80 for property damage coverage","$120.37 for bodily injury coverage, $42.80 for property damage coverage","$140.37 for bodily injury coverage, $58.80 for property damage coverage","$110.37 for bodily injury coverage, $45.80 for property damage coverage","$145.37 for bodily injury coverage, $60.80 for property damage coverage","$115.37 for bodily injury coverage, $49.80 for property damage coverage","$132.37 for bodily injury coverage, $53.80 for property damage coverage","$150.37 for bodily injury coverage, $55.80 for property damage coverage",A,0,business,stemez-Business,,test,"PhilLeFrancpurchased (25 / 50) bodily injury insurance and $10,000 property damage insurance.The base premium for thebodily injury insurance was $101, while the base premiumfor the property damage coverage was $48.","If Phil hada total factor of 1.37 for bodily injury and a total factor of 1.10forproperty damage, what was his premium for each typeof coverage?",Which of the following is true?,Second Piece: Calculate the total annual premium payable for both coverage options based on the base premiums provided.,0.18,0.06,0.61,0.62,No
12028,"Find the Fourier sine series of f(x) = x^2 over the interval (0, 1).",x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)]} sinn\pix,x^2 \sim_s ^\infty\sum_n=1 {2 / (n\pi)]} sinn\pix,x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n} / (n^3\pi^3)]} sinn\pix,x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)] + [{4} / (n^3\pi^3)]} sinn\pix,x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n} / (n^2\pi^2)]} sinn\pix,x^2 \sim_s 2 ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)] + [{2[1 - (- 1)^n]} / (n^3\pi^3)]} sinn\pix,x^2 \sim_s ^\infty\sum_n=1 {[{1} / (n\pi)] + [{(- 1)^n+1} / (n^2\pi^2)]} sinn\pix,x^2 \sim_s 2 ^\infty\sum_n=1 {1 / (n^2\pi^2)} sinn\pix,x^2 \sim_s 2 ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)] - [{2[1 - (- 1)^n]} / (n^3\pi^3)]} sinn\pix,x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n+1} / (n^2\pi^2)] - [{2[1 - (- 1)^n]} / (n^4\pi^4)]} sinn\pix,I,8,engineering,stemez-ElectronicCommunications,,test,Find the Fourier sine series of f(x) =,"x^2 over the interval (0, 1).",f(x) = \sin(x),"defined on the interval [0, \pi].",0.46,0.18,0.61,0.57,No
3508,What is meant by arteriosclerosis and what is the cause of thiscondition?,Arteriosclerosis is an inflammation of the arterial walls caused primarily by bacterial infections.,Arteriosclerosis is caused by high blood pressure.,"Arteriosclerosis is a disease characterized by a thickening of the arterial wall with connective tissue and deposits of cholesterol. It is caused by factors like smoking, obesity, high-fat diet, and nervous tension.",Arteriosclerosis is a disease caused by a virus.,Arteriosclerosis is a condition where veins harden due to calcium deposits.,"Arteriosclerosis is a disease where the arterial walls thin and weaken, often due to genetic factors.","Arteriosclerosis is a condition characterized by the narrowing of veins, primarily caused by a sedentary lifestyle.",Arteriosclerosis is the hardening of capillaries throughout the body due to excessive consumption of vitamin supplements.,"Arteriosclerosis is a temporary condition in which arteries contract and expand, caused by fluctuations in body temperature.",Arteriosclerosis is a condition where arteries become more flexible due to increased elasticity in the arterial walls.,C,2,biology,stemez-Biology,,test,What is meant by arteriosclerosis and what,is the cause of thiscondition?,What is meant by arteriosclerosis and what symptoms occur?,and what conditions can develop as a result,0.0,0.14,0.68,0.59,No
11660,Snubber circuit is used with SCR,either series or parallel.,in series.,in an alternating manner.,in series-parallel.,in anti series.,in a crisscross pattern.,in parallel-series.,anti parallel.,in dual series.,in parallel.,J,9,engineering,ori_mmlu-electrical_engineering,,test,Snubber circuit is used,with SCR,to suppress voltage spikes,to protect switching components from voltage transients,0.0,0.0,0.55,0.54,No
4931,"Based on archaeological evidence, which of the following is accurate regarding civilization in general?",The occurrence of warfare is uncommon and occurs only with the concentration of wealth.,The occurrence of warfare decreases as people increasingly invest time in the production of art.,The occurrence of warfare and concentration of wealth are both uncommon features.,The occurrence of warfare is directly proportional to the concentration of wealth.,The concentration of wealth is a common feature.,The production of art decreases as people increasingly invest time in warfare.,The concentration of wealth is uncommon and occurs only occasionally.,,,,E,4,history,ori_mmlu-prehistory,,test,"Based on archaeological evidence, which of the following",is accurate regarding civilization in general?,Archaeological findings indicate,which of the following statements accurately reflect the findings?,0.0,0.0,0.5,0.45,No
695,"If a cash flow of $100 has a discount rate of 5% and to be received in 5 years, what is the present value of the cash flow?",78.3526,83.7569,80.1234,75.6468,92.3487,87.4352,85.5678,70.9912,90.4831,82.1921,A,0,business,theoremQA-Finance,,test,If a cash flow of $100 has a discount rate of 5% and to be received in,"5 years, what is the present value of the cash flow?",what is the present value of the cash flow?,in one year.,0.0,0.9,0.56,0.73,No
714,"A $98 movie camera can be purchased on the installment plan for 10% down, with the balance over 24 weekly payments of $4 each. What is the annual interest rate?",50%,10%,29.9%,33.3%,36.8%,48%,55%,42%,15%,24%,E,4,business,stemez-Business,,test,"A $98 movie camera can be purchased on the installment plan for 10% down, with the balance over 24 weekly payments of $4 each.",What is the annual interest rate?,What is the total cost of the camera?,"To determine the total repayment, add the down payment to the sum of all weekly payments over the term.",0.08,0.43,0.74,0.8,No
12024,"Calculate the horsepower transmitted by a shaft rotating at 1100 rpm and subjected to a force of 120 lbs. along the axis. It carries a multiple disc-clutch having 12 steel and 10brass discsof outer and inner diameters 10 in. and 8 in., respectively. The coefficient of friction can be taken as 0.30.",48.90 hp,59.64 hp,42.67 hp,63.29 hp,50.25 hp,82.34 hp,70.53 hp,75.88 hp,65.42 hp,55.17 hp,B,1,engineering,stemez-MachineDesign,,test,Calculate the horsepower transmitted by a shaft rotating at 1100 rpm and subjected to a force of 120 lbs. along the axis. It carries a multiple disc-clutch having 12 steel and 10brass discsof outer and inner diameters 10 in.,"and 8 in., respectively. The coefficient of friction can be taken as 0.30.",(A) 324 hp,"Having 12 steel and 10 brass disks of outer diameter 12 inches and inner diameter 6 inches respectively, where the coefficient of friction is estimated as 0.15, determine the horsepower transmitted by the clutch under the given loading conditions.",0.3,0.0,0.72,0.65,No
7426,When we observe an unplanned decrease in inventories we can expect,output to begin to rise.,output to begin to fall.,saving to begin to rise.,production to slow down.,demand to decrease.,saving to begin to fall.,the economy to enter a recession.,inflation to increase.,prices to begin to fall.,,A,0,economics,ori_mmlu-high_school_macroeconomics,,test,When we observe an unplanned decrease in,inventories we can expect,demand,sales,0.0,0.0,0.59,0.57,No
10242,A sample of a radioactive material contains one million radioactive nuclei. The half-life is 20 sec. How many nuclei remain after 10 sec?,"750,000 nuclei","900,000 nuclei","250,000 nuclei","800,000 nuclei","600,000 nuclei","350,000 nuclei","707,000 nuclei","1,000,000 nuclei","500,000 nuclei","650,000 nuclei",G,6,physics,stemez-Physics,,test,A sample of a radioactive material contains one million radioactive nuclei. The half-life is 20 sec.,How many nuclei remain after 10 sec?,"After 60 seconds, how many nuclei will remain?",Calculate the number of radioactive nuclei remaining after 60 seconds.,0.24,0.53,0.78,0.78,No
8663,"For their first exam, students in an AP Statistics class studied an average of 4 hours with a standard deviation of 1 hour. Almost everyone did poorly on the exam, and so for the second exam every student studied 10 hours. What is the correlation between the numbers of hours students studied for each exam?",0.4,-0.4,-0.5,0,1,-1,0.8,-0.8,0.6,0.5,D,3,math,ori_mmlu-high_school_statistics,,test,"For their first exam, students in an AP Statistics class studied an average of 4 hours with a standard deviation of 1 hour. Almost everyone did poorly on the exam, and so for the second exam every student studied 10 hours.",What is the correlation between the numbers of hours students studied for each exam?,"Based on the data collected, what is the most appropriate conclusion regarding the relationship between hours spent studying and exam performance?","It appears that the extended preparation time required for the second examination was indeed effective in achieving a statistically significant improvement in overall pass rates compared to the initial low-study period, suggesting a positive correlation between longer study durations and successful exam performance despite the inherent difficulty level.",0.13,0.34,0.73,0.8,No
2607,Describe the three basic methods of measuring and analyzing thresholds.,"Method of Levels, Method of Average Error, Method of Standard Deviation","Method of Constant Stimuli, Method of Right and Wrong Cases, Variability method","Method of Approximation, Method of Differential Error, Method of Least Squares","Method of Limits, Method of Comparative Error, Method of Estimation","Method of Limits, Method of Median Error, Frequency method","Method of Limits, Method of Constant Errors, Sequential method","Method of Adjustments, Method of Minimum Error, Probability method","Method of Approximation, Method of Comparison, Frequency method","Method of Limits, Method of Average Error, Frequency method","Method of Limits, Method of Average Error, Method of Maximum Likelihood",I,8,psychology,stemez-Psychology,,test,Describe the three basic methods of,measuring and analyzing thresholds.,of computer science,"involves identifying interests, exploring options, and reaching a consensus.",0.15,0.0,0.47,0.41,No
10420,"Statement 1| Layer Normalization is used in the original ResNet paper, not Batch Normalization. Statement 2| DCGANs use self-attention to stabilize training.","Statement 2 is True, but it's not clear about Statement 1",Statement 1 and 2 are both partially true and partially false,"Statement 1 is False, but it's not clear about Statement 2","False, True","Statement 1 is True, but it's not clear about Statement 2","True, True","Statement 2 is False, but it's not clear about Statement 1","True, False",Both Statements are unclear,"False, False",J,9,computer science,ori_mmlu-machine_learning,,test,"Statement 1| Layer Normalization is used in the original ResNet paper, not Batch Normalization.",Statement 2| DCGANs use self-attention to stabilize training.,Question: Which of the following is true regarding the original ResNet paper concerning Layer Normalization and Batch Normalization?,"Statement 2 | This distinction underscores the initial architectural choices made by researchers in deep learning systems, where normalization methods played a pivotal role in stabilizing early training dynamics and defining the evolution of Convolutional Neural Networks.",0.13,0.0,0.56,0.48,No
9506,A spotlight equipped with a 32-candle bulb concentrates the beam on a vertical area of 125 ft^2at a distance of 100 ft. What is the luminous intensity of the spot of light in the beam direction?,"16,000 candles","50,000 candles","64,000 candles","25,000 candles","10,000 candles","80,000 candles","32,000 candles","3,200 candles","4,000 candles","40,000 candles",G,6,physics,stemez-Physics,,test,A spotlight equipped with a 32-candle bulb concentrates the beam on a vertical area of 125 ft^2at a distance of 100,ft. What is the luminous intensity of the spot of light in the beam direction?,at a distance of 100 feet. Calculate the luminous intensity,100 feet. Determine the illuminance in the area.,0.26,0.24,0.64,0.58,No
1494,"Do treaties bind third States, ie non-State parties?",Treaties do no create obligations or rights for third States without their consent,Treaties create both obligations and rights for third States,"Treaties do not create any rights for third States, even when the latter consent.",Treaties may create only obligations for third States,Treaties create obligations for third States without their consent,Treaties may create only rights for third States,"Treaties do not create any obligations or rights for third States, even when the latter consent.",Treaties create rights for third States without their consent,,,A,0,law,ori_mmlu-international_law,,test,"Do treaties bind third States,",ie non-State parties?,No,unless they have expressly consented to the terms,0.0,0.0,0.65,0.61,No
9133,"Electrons used to produce medical x rays are accelerated from rest through a potential difference of 25,000 volts before striking a metal target. Calculate the speed of the electrons in m/s.",90000000.0,98000000.0,100000000.0,80000000.0,55000000.0,70000000.0,95000000.0,85000000.0,65000000.0,75000000.0,A,0,physics,theoremQA-Physics,,test,"Electrons used to produce medical x rays are accelerated from rest through a potential difference of 25,000 volts before striking a metal target.",Calculate the speed of the electrons in m/s.,"A. 6.0 \times 10^{-14} \text{ m}
B. 3.99 \times 10^{-13} \text{ m}
C. 1.8 \times 10^{-13} \text{ m}
D. 3.0 \times 10^{-13} \text{ m}","Upon striking the metal target, the kinetic energy is dissipated as heat into the target.",0.17,0.05,0.68,0.72,No
1759,What is the meaning of justiciability?,Justiciability refers to the limitation of a State to enforce a particular right,Justiciability refers to the ethical implications of a particular right,Justiciability refers to the just nature or cause of a particular right,Justiciability refers to the availability of legal remedies for a particular right,Justiciability refers to the obligation of a State to enforce a particular Right,Justiciability refers to the legal interpretation of a particular right,Justiciability refers to the public perception of a particular right,Justiciability refers to the courts' assessment of whether the non-enforcement of a particular rights conforms to principles of justice,Justiciability refers to the political implications of a particular right,Justiciability refers to the possibility of enforcement of a particular right by the relevant rights holders,J,9,law,ori_mmlu-international_law,,test,What is the meaning,of justiciability?,of the following options:.,the meaning of existence,0.33,0.33,0.35,0.4,No
3495,Proteins were shown to move about in a plane of the plasma membrane when mouse cellsurface proteins and human cell-surface proteins were observed to integrate along a fused mouse-human cell plasma membrane. Which of the following cell culture techniques was most likely employed in order to yield these results?,Inserting a bacterial plasmid into a mammalian cell,Producing a hybrid cell,Injecting a fluorescent marker into the cell membrane,Producing a heterokaryon,Isolating an immortal variant cell from culture and using it to create a cell line,Inserting a tumor-inducing virus into a normal cell to initiate transformation,Using a method called cell fusion to combine the mouse and human cells,Using a technique called transfection to insert new genes,Using a process called somatic cell nuclear transfer,Inducing pluripotency in somatic cells to create stem cells,D,3,biology,ori_mmlu-college_biology,,test,Proteins were shown to move about in a plane of the plasma membrane when mouse cellsurface proteins and human cell-surface proteins were observed to integrate along a fused mouse-human cell plasma membrane.,Which of the following cell culture techniques was most likely employed in order to yield these results?,"A. The proteins move laterally in the membrane.
B. The proteins move in a plane of the membrane.
C. The proteins move perpendicular to the membrane.
D. The proteins do not move laterally.","This finding strongly supported the fluid mosaic hypothesis, confirming that the membrane proteins are free to move laterally within the lipid bilayer structure, thereby demonstrating that the cell membrane functions as a dynamic interface rather than a rigid physical barrier.",0.07,0.12,0.56,0.65,No
8443,An insurance agent is successful in selling a life insurance policy to 20 percent of the customers he contacts. He decides to construct a simulation to estimate the mean number of customers he needs to contact before being able to sell a policy. Which of the following schemes should he use to do the simulation?,"Assign numbers 0, 1 to successfully selling a policy to a customer and numbers 2, 3, 4, 5, 6, 7, 8, 9 to failing to sell a policy to a customer.","Assign numbers 0, 1, 2 to successfully selling a policy to a customer and numbers 3, 4, 5, 6, 7, 8, 9 to failing to sell a policy to a customer.","Assign number 0 to successfully selling a policy to a customer and numbers 1, 2, 3, 4, 5, 6, 7, 8, 9 to failing to sell a policy to a customer.","Assign numbers 0, 1, 2, 3, 4 to successfully selling a policy to a customer and numbers 5, 6, 7, 8, 9 to failing to sell a policy to a customer.",Assign number 0 to successfully selling a policy to a customer and number 1 to failing to sell a policy to a customer.,"Assign numbers 0, 1 to successfully selling a policy to a customer and numbers 2, 3, 4 to failing to sell a policy to a customer.","Assign numbers 1, 2 to successfully selling a policy to a customer and numbers 3, 4, 5, 6, 7, 8, 9, 0 to failing to sell a policy to a customer.","Assign numbers 1, 2, 3, 4, 5 to successfully selling a policy to a customer and numbers 6, 7, 8, 9, 0 to failing to sell a policy to a customer.","Assign number 1 to successfully selling a policy to a customer and numbers 2, 3, 4, 5, 6, 7, 8, 9, 0 to failing to sell a policy to a customer.","Assign numbers 0, 1, 2, 3 to successfully selling a policy to a customer and numbers 4, 5, 6, 7, 8, 9 to failing to sell a policy to a customer.",A,0,math,ori_mmlu-high_school_statistics,,test,An insurance agent is successful in selling a life insurance policy to 20 percent of the customers he contacts. He decides to construct a simulation to estimate the mean number of customers he needs to contact before being able to sell a policy.,Which of the following schemes should he use to do the simulation?,What is the minimum number of contacts needed to ensure a sale?,"For each round of the simulation, he records the total number of potential leads met during the call period and assigns a weight factor to any contact result that yields an immediate sale versus a decline. Following this initial phase, he collects the aggregate data points to create a frequency distribution representing the success rates over hundreds of trials. By averaging these frequencies, he derives an estimate of the mean number of contacts required to secure a policy within acceptable probability limits.",0.13,0.17,0.67,0.79,No
7636,What will happen to the equilibrium price level and the equilibrium quantity of output if a major earthquake destroys much of the plant and equipment on the West Coast? Assume an upward sloping aggregate supply curve.,The equilibrium price level increases while the equilibrium quantity of output remains the same.,The equilibrium price level and quantity of output increase.,The equilibrium price level and quantity of output decrease.,The equilibrium price level increases while the equilibrium quantity of output decreases.,The equilibrium price level remains the same while the equilibrium quantity of output increases.,The equilibrium price level and quantity of output remain the same.,The equilibrium price level remains the same while the equilibrium quantity of output decreases.,The equilibrium price level decreases while the equilibrium quantity of output remains the same.,The equilibrium price level decreases and the equilibrium quantity of output fluctuates.,The equilibrium price level decreases while the equilibrium quantity of output increases.,D,3,economics,ori_mmlu-high_school_macroeconomics,,test,What will happen to the equilibrium price level and the equilibrium quantity of output if a major earthquake destroys much of the plant and equipment on the West Coast?,Assume an upward sloping aggregate supply curve.,A. The equilibrium price level will fall and the equilibrium quantity of output will rise.,"Consequently, a reduction in productive capacity implies a decrease in the availability of factors of production, which causes the market supply to shift to the left. As a result, the equilibrium price level is expected to increase due to scarcity of inputs, while the equilibrium quantity of output diminishes significantly because fewer firms can operate at full efficiency under the disrupted conditions.",0.03,0.0,0.62,0.64,No
10174,The magnitude of the gravitational force on a satellite is constant if the orbit is,oval,spiral,elliptical,All of these,rectangular,hyperbolic,parabolic,circular,straight line,None of these,H,7,physics,ori_mmlu-conceptual_physics,,test,The magnitude of the gravitational force on a satellite,is constant if the orbit is,depends on the distance between the objects.,is determined by the masses of both objects involved and the distance between them,0.2,0.15,0.5,0.54,No
10269,"Calculate the de Broglie Wavelength, in nm, of an electron with kinetic energy 50 eV.",0.27,2.75,7.25,1.70,3.40,0.85,0.17,5.00,12.00,0.50,G,6,physics,theoremQA-Physics,,test,"Calculate the de Broglie Wavelength, in nm, of an",electron with kinetic energy 50 eV.,electron with a velocity of $6 \times 10^{5}$ m/s,"Calculate the de Broglie Wavelength, in nm, of an electron moving at a velocity of 300 m/s.",0.08,0.24,0.53,0.59,No
3328,Most Swiss starlings produce four to five eggs in each clutch. Those producing fewer or more than this have reduced fitness. Which of the following terms best describes this?,sexual selection,stabilizing selection,artificial selection,negative selection,balancing selection,kin selection,natural selection,disruptive selection,directional selection,positive selection,B,1,biology,ori_mmlu-high_school_biology,,test,Most Swiss starlings produce four to five eggs in each clutch. Those producing fewer or more than this have reduced fitness.,Which of the following terms best describes this?,Which of the following is true regarding Swiss starling reproduction?,"Consequently, natural selection favors the middle ground where reproductive success is maximized.",0.1,0.44,0.66,0.75,No
66,Functions of the law include all but which of the following?,defining the limits of government power,regulating the use of public spaces,keeping the peace,maximizing individual freedom,maintaining order and stability,preventing environmental degradation,providing a basis for compromise,promoting social justice,promoting the principles of the free enterprise system,encouraging economic growth,I,8,law,cot_lib-jurisprudence,"A: Let's think step by step. We refer to Wikipedia articles on jurisprudence for help. Laws are fundamentally about helping resolve disputes between individuals, and therefore essential for maximizing individual freedom, providing a basis for compromise, and keeping the peace. The answer is (I).",validation,Functions of the law include all but,which of the following?,"A. Order
B. Justice
C. Peace
D. Safety",the enforcement of the constitution.,0.44,0.0,0.63,0.59,No
5617,Which of the following candies is traditionally fruit flavored?,Kit Kat,M&M's,Almond Joy,Junior Mints,Skittles,Milky Way,Snickers,Butterfinger,Hershey's Chocolate Bar,Reese's Pieces,E,4,other,ori_mmlu-miscellaneous,,test,Which of the following candies,is traditionally fruit flavored?,is known to contain sugar.,Which of the following candies are the best choice?,0.0,0.22,0.5,0.47,No
6691,"A 32-year-old man and his 29-year-old wife come to the office for evaluation for infertility. The wife's gynecologist has reported that her anatomic and physiologic evaluation disclosed no abnormalities and that assessment of potential male factors is needed. The husband is 188 cm (6 ft 3 in) tall with fair skin and little facial hair. He has mild gynecomastia and small, firm testicles. No sperm are seen on semen analysis. Which of the following tests is most likely to establish the underlying cause of this couple's infertility?",Serum cortisol concentration,Serum parathyroid hormone concentration,Prostate-specific antigen test,Semen fructose concentration,Thyroid function test,Serum prolactin concentration,Serum follicle-stimulating hormone and luteinizing hormone concentrations,Serum estrogen and testosterone concentrations,Adrenal function test,Karyotype from peripheral leukocytes,J,9,health,ori_mmlu-professional_medicine,,test,"A 32-year-old man and his 29-year-old wife come to the office for evaluation for infertility. The wife's gynecologist has reported that her anatomic and physiologic evaluation disclosed no abnormalities and that assessment of potential male factors is needed. The husband is 188 cm (6 ft 3 in) tall with fair skin and little facial hair. He has mild gynecomastia and small, firm testicles.",No sperm are seen on semen analysis. Which of the following tests is most likely to establish the underlying cause of this couple's infertility?,Which of the following would you expect to find?,"The clinical team proceeds to conduct a detailed hormonal workup to assess the endocrine status of the patient. Serum FSH, LH, total testosterone, estradiol, and inhibin B are drawn to quantify the gonadotrophins. Scrotal ultrasound is subsequently ordered to evaluate testicular morphology and volume. Together, these findings allow for the differentiation between primary and secondary causes of hypogonadism.",0.14,0.29,0.61,0.71,No
6697,"Which of the following statements about the global ageing population is correct?
",In older age groups men outnumber women.,The rate of increase in the median age of populations is slower in developing countries than wealthy countries.,The global aging population is decreasing due to advancements in healthcare.,"By 2050, the majority of the world's population will be under the age of 40.","Men have a lower mortality rate than women, over the life course.",The rate of increase in the median age of populations is greater in developing countries than wealthy countries.,The majority of the world's elderly population is concentrated in developed countries.,"In older age groups, the number of men and women is equal.",,,F,5,health,ori_mmlu-nutrition,,test,Which of the following statements about the,"global ageing population is correct?
",statements about the human body,Which of the following statements about the human body functions correctly,0.0,0.0,0.34,0.28,No
