question,тақырып,таңдаулар,жауап,sheet,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Бұл сұрақ келесі ақпаратқа қатысты. Келесі үкіметтік ережені оқыңыз. Баспасөз туралы заң Осы жарлық күшіне енгенше, күнделікті нөмірлер түрінде немесе жиырма парақтан аспайтын сериялық басылым ретінде шығатын ешбір басылым одақтың кез келген штатында мемлекеттік лауазымды тұлғалардың алдын ала хабардарлығынсыз және мақұлдауынсыз баспаға жіберілмейді. Жоғарыда аталған сыныптардың біріне жатпайтын жазбалар одақтың жеке штаттарында қолданыстағы немесе қабылдануы мүмкін заңдарға сәйкес қарастырылады... Одақтың әрбір штаты қылмыс тікелей жасалған мемлекет алдында ғана емес, сонымен қатар бүкіл Конфедерация алдында, оның бақылауымен шыққан, басқа мемлекеттердің ар-намысы немесе қауіпсіздігіне қол сұғылған немесе олардың конституциясына немесе әкімшілігіне шабуыл жасалған әрбір басылым үшін жауапты... —Герман мемлекеттері қабылдаған Карлсбад қарарлары, 1819 ж. Төмендегі он тоғызыншы ғасырдағы тұлғалардың қайсысы жоғарыда аталған жарлықтарда сипатталған либералдарға қарсы шығуы ЕҢ АЗ ықтимал еді?",орта мектеп_еуропалық_тарихы, ['Папа Пиус IX' 'Клеменс фон Меттерних' 'Джузеппе Мацзини' 'Уильям Фредерик I'],2,Sheet1,Бұл сұрақ келесі ақпаратқа қатысты. Келесі үкіметтік ережені оқыңыз.,"Баспасөз туралы заң Осы жарлық күшіне енгенше, күнделікті нөмірлер түрінде немесе жиырма парақтан аспайтын сериялық басылым ретінде шығатын ешбір басылым одақтың кез келген штатында мемлекеттік лауазымды тұлғалардың алдын ала хабардарлығынсыз және мақұлдауынсыз баспаға жіберілмейді. Жоғарыда аталған сыныптардың біріне жатпайтын жазбалар одақтың жеке штаттарында қолданыстағы немесе қабылдануы мүмкін заңдарға сәйкес қарастырылады... Одақтың әрбір штаты қылмыс тікелей жасалған мемлекет алдында ғана емес, сонымен қатар бүкіл Конфедерация алдында, оның бақылауымен шыққан, басқа мемлекеттердің ар-намысы немесе қауіпсіздігіне қол сұғылған немесе олардың конституциясына немесе әкімшілігіне шабуыл жасалған әрбір басылым үшін жауапты... —Герман мемлекеттері қабылдаған Карлсбад қарарлары, 1819 ж. Төмендегі он тоғызыншы ғасырдағы тұлғалардың қайсысы жоғарыда аталған жарлықтарда сипатталған либералдарға қарсы шығуы ЕҢ АЗ ықтимал еді?","Қазақстан Республикасының «Қоғамдық-саяси партиялар туралы» Заңының 1-бабына сәйкес, қоғамдық-саяси партия – мемлекеттік билікті жүзеге асыруға, мемлекеттік саясатты жүргізуге, қоғамдық-саяси өмірде белсенді қатысуға бағытталған, мемлекеттік органдардың шешімдерін қабылдауға әсер етуге құқылы, сайлауға қатысуға және сайлауға ұсынуға құқылы, сондай-ақ қоғамдық-саяси мақсаттарды жүзеге асыру үшін қаржыландырылатын ұйым.","Қазақстан Республикасының «Мемлекеттік қызмет туралы» Заңының 1-бабына сәйкес, мемлекеттік қызмет – мемлекеттік органдардағы лауазымды адамдардың мемлекеттік билік органдарының шешімдерін қабылдауға, орындауға және басқа да мемлекеттік функцияларды жүзеге асыруға қатысты қызметі.",0.0,0.0,0.36,0.36
 ______________ бір айнымалының басқа айнымалыға әсер ететінін анықтау үшін қолданылады. Себеп-салдарлық байланысты анықтау үшін эксперименттік немесе бойлық зерттеулер қажет., маркетинг,['Этнографиялық зерттеу.' 'Тұтынушылық қазылар алқасы.' 'Себеп-салдарлық зерттеу.' 'Фокус-топтар.'],2,Sheet1, ______________ бір айнымалының басқа айнымалыға әсер ететінін анықтау үшін қолданылады.,Себеп-салдарлық байланысты анықтау үшін эксперименттік немесе бойлық зерттеулер қажет.,"Бұл сұрақтың екінші бөлігі (SECOND PIECE) келесідей:

**Жауап нұсқалары:**
A) Корреляциялық талдау
B) Регрессиялық талдау
C) Дисперсиялық талдау
D) Факторлық талдау
E) Кластерлік талдау

**Дұрыс жауап:**
B) Регрессиялық талдау

**Толық мәтін (екінші бөлігі):**
Жауап нұсқалары:
A) Корреляциялық талдау
B) Регрессиялық талдау
C) Дисперсиялық талдау
D) Факторлық талдау
E) Кластерлік талдау

Дұрыс жауап: B) Регрессиялық талдау","Бұл сөйлемнің толық нұсқасы:

**Корреляциялық талдау** бір айнымалының басқа айнымалыға әсер ететінін анықтау үшін қолданылады.

*(Түсіндірме: Бұл сөйлем статистикада екі шамар арасындағы байланысты зерттеуді білдіреді.)*",0.0,0.0,0.64,0.83
"Үй иесі коммерциялық ғимаратты жалға алушыға 10 жылдық мерзімге ауызша жалға берді, ол бір жыл бұрын аяқталды. Жалдау мерзімінің басында жалға алушы ғимаратқа көптеген тұрмыстық техниканы, сондай-ақ үлкен ауа баптау жүйесін орнатты. Жалға алушы бұл заттардың құнын өзі төледі; олар үй иесінің рұқсатымен орнатылды және жалға алушының коммерциялық кәсіпорны үшін пайдаланылды. Жалдау мерзімінің соңында жалға алушы үй-жайды уақтылы босатпай, тағы төрт ай бойы иелігінде бола отырып, жалдау ақысын төлеуді жалғастырды. Төртінші айдың соңында ғимаратты босатпас бұрын, жалға алушы орнатқан тұрмыстық техника мен ауа баптау жүйесін алып тастады, бұл ғимаратқа ешқандай зиян келтірмеді. Жалға алушының алып тастауы дұрыс болды ма?", кәсіби_құқық," ['Жоқ, себебі ол жалға алушы болды.' 'Жоқ, себебі жалдау ауызша болды.' 'Иә, себебі олар қосылулар болды.' 'Иә, себебі олар сауда келісімдері болды.']",3,Sheet1,"Үй иесі коммерциялық ғимаратты жалға алушыға 10 жылдық мерзімге ауызша жалға берді, ол бір жыл бұрын аяқталды. Жалдау мерзімінің басында жалға алушы ғимаратқа көптеген тұрмыстық техниканы, сондай-ақ үлкен ауа баптау жүйесін орнатты. Жалға алушы бұл заттардың құнын өзі төледі; олар үй иесінің рұқсатымен орнатылды және жалға алушының коммерциялық кәсіпорны үшін пайдаланылды. Жалдау мерзімінің соңында жалға алушы үй-жайды уақтылы босатпай, тағы төрт ай бойы иелігінде бола отырып, жалдау ақысын төлеуді жалғастырды.","Төртінші айдың соңында ғимаратты босатпас бұрын, жалға алушы орнатқан тұрмыстық техника мен ауа баптау жүйесін алып тастады, бұл ғимаратқа ешқандай зиян келтірмеді. Жалға алушының алып тастауы дұрыс болды ма?","Сұрақ: Қазақстан Республикасының Азаматтық кодексіне сәйкес, жалға алушының жалға берілген мүліктің құнын өз қаражатына орнатқан заттары мен құрылыстарының иелігінде қалай болып табылатынын анықтаңыз.","Қазақстан Республикасының Жер туралы кодексіне және Граждандық кодекске сәйкес, жалға алушы жалға алу мерзімі аяқталған соң, жалға алынған мүлікті уақытылы босатпаған жағдайда, ол мүлікті жалға алушының меншігіне айналмайды. Төрт ай бойы жалдау ақысын төлеу жалға алу келісімінң жалғасын білдірмейді, өйткені бастапқы келісімде белгіленген мерзім аяқталған. Сондықтан, үй иесі жалға алушыдан мүлікті қайтаруды талап етуі керек. Егер жалға алушы мүлікті уақытылы босатпаса, үй иесі оған заңды негізде мүлікті тартып алуға немесе келісімшартты бұзу туралы талап қоюға құқылы. Бұл кезде жалға алушының орнатқан техникасы мен ауа баптау жүйесі жалға алушының меншігінде қалады, бірақ оларды ғимараттан босатып, үй иесіне қайтару міндетті.",0.0,0.0,0.8,0.76
"Бұл сұрақ келесі ақпаратқа қатысты. «Мен сол жерден мұхит жағалауындағы Йемен порты Аденге бардым. Ол таулармен қоршалған және тек бір жағынан жетуге болады; онда егін, ағаш немесе су жоқ, бірақ жаңбыр суы жиналатын су қоймалары бар. Арабтар тұрғындарды ауыз сумен қамтамасыз етуді көбінесе ақша мен мата кесектеріне сатып алғанша тоқтатады. Бұл өте ыстық жер. Бұл үндістердің порты, және оған Кинбаяттан (Камбай), Кавламнан (Килон), Каликуттан және Үндістанның оңтүстік-батыс жағалауындағы басқа да көптеген Малабар порттарынан үлкен кемелер келеді. Онда үнді саудагерлері, сондай-ақ мысырлық саудагерлер тұрады. Оның тұрғындарының барлығы саудагерлер, жүк тасушылар немесе балықшылар. Кейбір саудагерлер өте бай, соншалықты бай, кейде бір саудагер барлық заттары бар үлкен кеменің жалғыз иесі болады, және бұл олардың арасындағы мақтаныш пен бәсекелестіктің тақырыбы. Соған қарамастан, олар тақуа, кішіпейіл, әділ және жомарт мінезді, бейтаныс адамдарға жақсы қарайды, адал адамдарға жомарттықпен береді және толық төлейді». «Құдайға тиесілі оннан бір бөлігін». Ибн Баттута, шамамен б.з. 1325–1354 жж. Ибн Баттутаның басынан кешкендері төмендегілердің қайсысының басынан кешкендеріне ОНША ұқсас болмады?",орта мектептің_әлем_тарихы, ['Чжэн Хэ' 'Марко Поло' 'Лоренцо де Медичи' 'Сюань Цзан'],2,Sheet1,"Бұл сұрақ келесі ақпаратқа қатысты. «Мен сол жерден мұхит жағалауындағы Йемен порты Аденге бардым. Ол таулармен қоршалған және тек бір жағынан жетуге болады; онда егін, ағаш немесе су жоқ, бірақ жаңбыр суы жиналатын су қоймалары бар. Арабтар тұрғындарды ауыз сумен қамтамасыз етуді көбінесе ақша мен мата кесектеріне сатып алғанша тоқтатады. Бұл өте ыстық жер. Бұл үндістердің порты, және оған Кинбаяттан (Камбай), Кавламнан (Килон), Каликуттан және Үндістанның оңтүстік-батыс жағалауындағы басқа да көптеген Малабар порттарынан үлкен кемелер келеді. Онда үнді саудагерлері, сондай-ақ мысырлық саудагерлер тұрады. Оның тұрғындарының барлығы саудагерлер, жүк тасушылар немесе балықшылар.","Кейбір саудагерлер өте бай, соншалықты бай, кейде бір саудагер барлық заттары бар үлкен кеменің жалғыз иесі болады, және бұл олардың арасындағы мақтаныш пен бәсекелестіктің тақырыбы. Соған қарамастан, олар тақуа, кішіпейіл, әділ және жомарт мінезді, бейтаныс адамдарға жақсы қарайды, адал адамдарға жомарттықпен береді және толық төлейді». «Құдайға тиесілі оннан бір бөлігін». Ибн Баттута, шамамен б.з. 1325–1354 жж. Ибн Баттутаның басынан кешкендері төмендегілердің қайсысының басынан кешкендеріне ОНША ұқсас болмады?","Бұл қалада үлкен мұхит кемелеріне қызмет ететін үлкен қойма бар. Ол қаладағы ең бай адамдардың бірі, яғни Арабтардың бір тобының қолында. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олардың қолындағы байлықтың көп бөлігі осы қалада сақталады. Олар","Олардың бәрі де өте бай және байып кеткен адамдар. Олардың киімдері, алтын әшекейлері және қымбат заттары көп. Олардың үйлері де өте әдемі және ыңғайлы. Олардың тамағы да дәмді және мол. Олардың өмірі де өте қызықты және бай. Олардың саудасы да өте ірі және пайдалы. Олардың барлығы да өте бай және байып кеткен адамдар.",0.0,0.0,0.78,0.81
"Зейнеткер жасы ұлғайып, 1000 акр жерін енді егіншілікпен айналыса алмайтынын түсініп, ауылшаруашылық жерінің бір бөлігін 250 акр жер телімдерімен сатуды шешеді. Құрылыс компаниясының президенті төрт жер телімінің үшеуін сатып алуға мүдделі. Президент үш жер телімін зейнеткерден сатып алып, жеке тұрғын үй құрылысының жоспарларын жасай бастайды. Зейнеткер мен құрылыс компаниясы арасындағы бастапқы келісімде «барлық кейінгі грант алушыларға, олардың мұрагерлеріне және тағайындалған тұлғаларына» тікелей міндеттейтін ереже бар, онда мұндай адамдардың кез келген қосымша бөлуі тек жеке тұрғын үй құрылысы үшін пайдаланылатын кемінде екі акр жер телімдерімен шектелуі көзделген. Құрылыс компаниясы бірден екі жер телімін үш, төрт және бес акр жер телімдеріне бөліп, онда үйлер салуды бастады. Бастапқы келісімшарт шектеулері арнайы кепілдік құжаттарында көрсетілген және I учаске деп аталатын жаңа құрылыстағы үйлерді сатып алушыларға берілген. Екі жылдан кейін президент 1 учаскесінің бөлу жоспарына кірмеген қалған 250 акр жер телімін мердігерге сатты. Президент пен мердігер арасындағы келісімшартта зейнеткер мен президент арасындағы бастапқы келісімшарттағыдай шектеу болды. Мердігер өз кезегінде соңғы 250 акр жер телімін бөлу жоспарын жасап, оны бір акр жер телімдеріне бөлді. Содан кейін мердігер 2-ші учаске деп аталатын жаңа құрылыста жеке тұрғын үйлер салуды бастады. 2-ші учаскедегі жаңа үйлерді сатып алушыларға арналған келісімшарттарда ең аз дегенде екі акр жер телімдеріне шектеу туралы ештеңе айтылмаған. Мердігерді 1-ші учаскедегі жер телімдерінің қазіргі иелерінің кез келгенінің жер телімін бір акр жер телімдеріне бөлуден бас тарту туралы кейінгі іс-әрекетте ең ықтимал сот шешімі болады.",кәсіби_құқық," ['иеленушілердің сотқа шағымдануға құқығы жоқ болғандықтан, талап арызды қараусыз қалдыру керек.' '1-ші учаскедегі жер учаскелерінің иелері мен мердігер арасында мүлікке меншік құқығы болмағандықтан, талап арызды қараусыз қалдыру керек.' 'Егер 2-ші учаске сотпен ортақ даму схемасының бөлігі ретінде қарастырылса, талап арыз сәтті болады.' 'Зейнеткер мен президент арасындағы бастапқы құжаттағы шектеулер күшіне енетіндіктен, талап арыз сәтті болады.'",3,Sheet1,"Зейнеткер жасы ұлғайып, 1000 акр жерін енді егіншілікпен айналыса алмайтынын түсініп, ауылшаруашылық жерінің бір бөлігін 250 акр жер телімдерімен сатуды шешеді. Құрылыс компаниясының президенті төрт жер телімінің үшеуін сатып алуға мүдделі. Президент үш жер телімін зейнеткерден сатып алып, жеке тұрғын үй құрылысының жоспарларын жасай бастайды. Зейнеткер мен құрылыс компаниясы арасындағы бастапқы келісімде «барлық кейінгі грант алушыларға, олардың мұрагерлеріне және тағайындалған тұлғаларына» тікелей міндеттейтін ереже бар, онда мұндай адамдардың кез келген қосымша бөлуі тек жеке тұрғын үй құрылысы үшін пайдаланылатын кемінде екі акр жер телімдерімен шектелуі көзделген. Құрылыс компаниясы бірден екі жер телімін үш, төрт және бес акр жер телімдеріне бөліп, онда үйлер салуды бастады. Бастапқы келісімшарт шектеулері арнайы кепілдік құжаттарында көрсетілген және I учаске деп аталатын жаңа құрылыстағы үйлерді сатып алушыларға берілген. Екі жылдан кейін президент 1 учаскесінің бөлу жоспарына кірмеген қалған 250 акр жер телімін мердігерге сатты.","Президент пен мердігер арасындағы келісімшартта зейнеткер мен президент арасындағы бастапқы келісімшарттағыдай шектеу болды. Мердігер өз кезегінде соңғы 250 акр жер телімін бөлу жоспарын жасап, оны бір акр жер телімдеріне бөлді. Содан кейін мердігер 2-ші учаске деп аталатын жаңа құрылыста жеке тұрғын үйлер салуды бастады. 2-ші учаскедегі жаңа үйлерді сатып алушыларға арналған келісімшарттарда ең аз дегенде екі акр жер телімдеріне шектеу туралы ештеңе айтылмаған. Мердігерді 1-ші учаскедегі жер телімдерінің қазіргі иелерінің кез келгенінің жер телімін бір акр жер телімдеріне бөлуден бас тарту туралы кейінгі іс-әрекетте ең ықтимал сот шешімі болады.","Сатып алушылар бұл шектеулерді бұзғанын және бастапқы келісімшарттың талаптарын орындамағанын дәлелдеп, президентті сотқа шағымданды. Президент бұл шектеулердің тек «барлық кейінгі грант алушыларға, олардың мұрагерлеріне және тағайындалған тұлғаларына» ғана қолданылатынын және оның өзі осы ереженің қамтылмайтынын айтады. Сот бастапқы келісімшарттың шектеулерінің президентке қолданылатынын анықтауы керек.","Бұл жағдайдағы негізгі мәселе – бастапқы келісімдегі шектеулердің орындалуы. Келісім бойынша, кез келген қосымша бөлу тек жеке тұрғын үй құрылысы үшін және кемінде екі акр жер телімімен шектелуі тиіс еді. Құрылыс компаниясы алғашқы кезеңде бұл талапты сақтап, жерді үш, төрт және бес акрлік учаскелерге бөлді, бұл ережеге сәйкес келді. Алайда, екі жылдан кейін президент қалған 250 акр жерді мердігерге сатқанда, бұл жерде үйлер салу жоспарланбаған. Мердігерге сатылған жердің тағдыры белгісіз болғандықтан, ол келісімдегі «кемінде екі акр жер телімі» шартына сәйкес келмейтін немесе мүлдем басқа мақсатта (мысалы, коммерциялық дақыл өсіру, өнеркәсіп немесе басқа да жер пайдалану түрлері) қолданылуы мүмкін. Егер мердігер осы жерді жеке тұрғын үй емес, басқа мақсатта пайдаланса немесе оны одан әрі бөліп, үй салуға жарамсыз учаскелерге айналдырса, бастапқы келісімдегі шектеу бұзылады. Сондықтан, зейнеткердің мұрагерлері немесе тағайындалған тұлғалар бұл шарттың бұзылуына байланысты құқықтық талаптар қоя алады, себебі жердің бөлінуі мен пайдаланылуы бастапқы келісімдегі «кемін",0.4,0.0,0.79,0.79
"Сотталушы жәбірленушіні өз пәтеріне кофе ішуге шақырған кезде кездесуде болған. Сотталушы мен жәбірленуші диванда сүйісе бастады. Сотталушы жәбірленушінің көйлегін көтерді, ал жәбірленуші сотталушының қолын ақырын итеріп жіберіп, кофе дайындау үшін диваннан тұрды. Жәбірленуші кофе дайындап жатқанда, сотталушы оның қонақ бөлмесіндегі үстелге абайсызда қалдырып кеткен таза алтын сақинасын алды. Оны гауһар таспен қайтарып бермек болып, қалтасына салып, кетуге дайындалды. Сотталушы үйіне кетпес бұрын барға кірді. Онда ол екі айлық плазмалық теледидарды 200 долларға сатуды ұсынған тұтынушыны кездестірді. Тұтынушы тек қолма-қол ақша алатынын және сыртта тұрған фургонынан сотталушыға сата алатын қорапсыз күміс бұйымдар мен зергерлік бұйымдары бар екенін айтты. Тұтынушы: «Тез шешім қабылдағаныңыз жөн, себебі мен қаладан дереу кетуім керек», - деді. Теледидардың 1000 доллар тұратынын білетін айыпталушы тұтынушыға 200 доллар берді, ал тұтынушы айыпталушыға қорапта жоқ теледидарды берді. Тұтынушы айыпталушыға теледидарды көшедегі үйден ұрлап кеткенін айтқан жоқ. Жоғарыда келтірілген фактілерге сүйене отырып, айыпталушы келесі қылмыстардың қайсысы үшін сотталуы керек?",кәсіби_құқық, ['Жәбірленушіге шабуыл жасау және сақинаны ұрлау.' 'Сақинаны ұрлау.' 'Сақинаны жымқыру.' 'Ұрланған мүлікті алу.'],3,Sheet1,"Сотталушы жәбірленушіні өз пәтеріне кофе ішуге шақырған кезде кездесуде болған. Сотталушы мен жәбірленуші диванда сүйісе бастады. Сотталушы жәбірленушінің көйлегін көтерді, ал жәбірленуші сотталушының қолын ақырын итеріп жіберіп, кофе дайындау үшін диваннан тұрды. Жәбірленуші кофе дайындап жатқанда, сотталушы оның қонақ бөлмесіндегі үстелге абайсызда қалдырып кеткен таза алтын сақинасын алды. Оны гауһар таспен қайтарып бермек болып, қалтасына салып, кетуге дайындалды. Сотталушы үйіне кетпес бұрын барға кірді. Онда ол екі айлық плазмалық теледидарды 200 долларға сатуды ұсынған тұтынушыны кездестірді.","Тұтынушы тек қолма-қол ақша алатынын және сыртта тұрған фургонынан сотталушыға сата алатын қорапсыз күміс бұйымдар мен зергерлік бұйымдары бар екенін айтты. Тұтынушы: «Тез шешім қабылдағаныңыз жөн, себебі мен қаладан дереу кетуім керек», - деді. Теледидардың 1000 доллар тұратынын білетін айыпталушы тұтынушыға 200 доллар берді, ал тұтынушы айыпталушыға қорапта жоқ теледидарды берді. Тұтынушы айыпталушыға теледидарды көшедегі үйден ұрлап кеткенін айтқан жоқ. Жоғарыда келтірілген фактілерге сүйене отырып, айыпталушы келесі қылмыстардың қайсысы үшін сотталуы керек?","Сотталушы оны сатып алудан бас тартты, себебі ол сақинаны қайтаруға уәде берген еді. Кейінірек сотталушы полицияға шағым түсірді, бірақ жәбірленуші оның қолынан сақина жоғалып кеткенін, ал теледидарды сатушының қинауына байланысты қайтаруға болмайтынын дәлелдеді. Сотталушының бұл әрекеті қандай қылмысқа жатады?","Сотталушы алтын сақинаны қалтасына салып, үйден шығып кетті. Бірақ ол есіктен шыққан соң, артына қарап, жәбірленушінің терезесінен оның көздерінің қызып, қолының қимылдап жатқанын байқады. Жәбірленуші оны көріп, үрейленіп, терезенің алдына жүгіріп шықты. Сотталушы оны көріп, қорқыныштан қашып кетті. Ол көшеде жүріп, екі айлық плазмалық теледидарды сатқан тұтынушыны кездестірді. Тұтынушы сақинаны көріп, қуанып, ақшасын төлеп, сақинаны алып алды. Сотталушы қуанып, үйіне қайтып келді.",0.0,0.0,0.68,0.66
 Жер бетіндегі ең төменгі нүкте - теңіз деңгейінен 35 840 фут төмен орналасқан Мариана шұңғымасының түбі. Жер бетіндегі ең биік нүкте - теңіз деңгейінен 29 028 фут биіктіктегі Эверест тауының шыңы. Жер бетіндегі ең төменгі және ең биік нүктелер арасындағы қашықтықты бағалаудың ең жақсы нұсқасы қайсысы?, бастауыш_математика, ['6000 фут' '7000 фут' '64 000 фут' '65 000 фут'],3,Sheet1, Жер бетіндегі ең төменгі нүкте - теңіз деңгейінен 35 840 фут төмен орналасқан Мариана шұңғымасының түбі. Жер бетіндегі ең биік нүкте - теңіз деңгейінен 29 028 фут биіктіктегі Эверест тауының шыңы.,Жер бетіндегі ең төменгі және ең биік нүктелер арасындағы қашықтықты бағалаудың ең жақсы нұсқасы қайсысы?,Сұрақ: Жер бетіндегі ең төменгі және ең биік нүктелердің биіктік айырмашылығы қанша футқа тең?,"Осылайша, Жер шарындағы ең үлкен биіктік пен ең тереңдік арасындағы айырмашылық шамамен 64 868 футты құрайды.",0.0,0.0,0.78,0.81
 Жасырын қатысушыларды бақылаудың этикалық мәселелерінің бірі:, әлеуметтану, ['жан-жақты далалық жазбалар жаза алмау немесе әңгімелерді жазып ала алмау' 'респонденттерді сіздің қатысуыңыздың себебі туралы алдау' 'адамдарды табиғи ортасынан тыс бақылау' 'қатысушыларға физикалық зиян келтіру'],1,Sheet1, Жасырын қатысушыларды бақылаудың,этикалық мәселелерінің бірі:,мақсаты қандай?,"мақсаты – олардың әрекеттерін, сөздерін және мінез-құлқын жасырын түрде бақылау арқылы зерттеу болып табылады. Бұл әдіс әлеуметтану, психология және криминалистика салаларында кеңінен қолданылады, себебі ол зерттеліп отырған жағдайға ешқандай әсер етпейді. Зерттеушілер бақылау нәтижелерін жинақтап, талдау жасау арқылы нақты қорытындыларға келеді.",0.0,0.0,0.5,0.71
" «Сен сүрініп кеттің, бірақ мені итеріп жіберді» деген мәлімдеме келесілердің қайсысын ЕҢ ЖАҚСЫ көрсетеді?»", кәсіби_психология,['өзін-өзі қабылдауға бейімділік' 'актер-бақылаушы әсері' 'фундаменталды атрибуцияға бейімділік' 'өзін-өзі бақылау'],1,Sheet1," «Сен сүрініп кеттің, бірақ мені итеріп жіберді» деген",мәлімдеме келесілердің қайсысын ЕҢ ЖАҚСЫ көрсетеді?»,"«Сен сүрініп кеттің, бірақ мені итеріп жіберді» деген сөздерді кім айтты?","«Сен сүрініп кеттің, бірақ мені итеріп жіберді» деген сөздерді естігенде, ол қолынан қару түсіп, жүзі қызып, көзінен жас ағып кетті.",0.0,0.0,0.41,0.66
"Басынан бастап мен өз өмірімді өзіме түсіндіру үшін жаздым және менімен бірге саяхатқа шығуды таңдаған кез келген оқырманды жоғары сымға қосылуға шақырдым. Мен торсыз және мені мазалайтын көпшіліктің шуынсыз жұмыс істейтін едім. Жоғарыдан көрініс бас айналдыратын және ғибратты. Мен әлемді дәл өзіме келгендей жазбаймын, бірақ оны жолда жинаған керемет әңгімелер призмасы арқылы өткізу арқылы өзгертемін. Мен әңгімелерді лепидоптерист сирек кездесетін көбелектердің немесе Коста-Рика қоңыздарының хлороформдалған үлгілерін жинағандай жинаймын. Әңгімелер мен әлемді өзіме түсіндіру үшін пайдаланатын ыдыстар сияқты. ------------Пэт Конрой Төмендегілердің қайсысы үзіндінің ұйымдастырылуын жақсы сипаттайды?", әртүрлі,['Автор белгілі бір әрекетті орындау үшін бірнеше түсініктеме береді.' 'Автор белгілі бір әрекетті бастан кешірген тәжірибесін түсіндіру үшін аналогияларды қолданады.' 'Автор өзінің тәжірибесі мен өз мамандығы бойынша басқалардың тәжірибесін салыстырады.' 'Автор белгілі бір саладағы жұмысының әртүрлі кезеңдерін баяндайды.',1,Sheet1,"Басынан бастап мен өз өмірімді өзіме түсіндіру үшін жаздым және менімен бірге саяхатқа шығуды таңдаған кез келген оқырманды жоғары сымға қосылуға шақырдым. Мен торсыз және мені мазалайтын көпшіліктің шуынсыз жұмыс істейтін едім. Жоғарыдан көрініс бас айналдыратын және ғибратты. Мен әлемді дәл өзіме келгендей жазбаймын, бірақ оны жолда жинаған керемет әңгімелер призмасы арқылы өткізу арқылы өзгертемін.",Мен әңгімелерді лепидоптерист сирек кездесетін көбелектердің немесе Коста-Рика қоңыздарының хлороформдалған үлгілерін жинағандай жинаймын. Әңгімелер мен әлемді өзіме түсіндіру үшін пайдаланатын ыдыстар сияқты. ------------Пэт Конрой Төмендегілердің қайсысы үзіндінің ұйымдастырылуын жақсы сипаттайды?,"Мен әлемді дәл өзіме келгендей жазбаймын, бірақ оны жолда жинаған керемет әңгімелер призмасы арқылы өткізу арқылы өзгертемін. Бұл кітап – менің жеке күнделігім, бірақ ол тек менің ғана емес, сонымен қатар сіздің де өміріңізге қатысты болуы мүмкін. Мен сізге өз өміріңізді түсінуге көмектесу үшін бұл саяхатқа шығуды ұсынамын.","Мен әрбір сөйлемді нақты бір мақсатпен жаздым: оқырманға тек ақпарат беріп қана қоймай, оның ішкі әлеміне, сезіміне және өмірлік тәжірибесіне тереңірек үңілу мүмкіндігін ашу. Бұл кітап – жай ғана қағаз бен қаламнан тұратын нәрсе емес, ол менің жүрегімнен шыққан, өмірдің қиындықтары мен сұлулығын бірдей көрсететін шынайы кескін. Осы жолмен мен оқырманға өз өміріндегі әрбір ұсақ-түйектің, әрбір кездесудің және әрбір таңдаудың өзіндік маңызы бар екенін, олардың бірігуі арқылы үлкен әлемді құрайтынын түсіндіргім келеді.",0.0,0.0,0.63,0.67
