question,предмет,выбор,отвечать,sheet,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
" Автомобильный завод рассматривает новое место для своего следующего предприятия. Что из перечисленного больше всего беспокоит градостроителей, прежде чем разрешить строительство завода?", разнообразный," ['Количество материалов, хранящихся на заводе' 'Часы работы нового завода' 'Влияние завода на окружающую среду' 'Условия труда сотрудников завода']",2,Sheet1, Автомобильный завод рассматривает новое место для своего следующего предприятия.,"Что из перечисленного больше всего беспокоит градостроителей, прежде чем разрешить строительство завода?","Компания должна выбрать между тремя вариантами: строительство нового завода в пригороде Москвы, открытие производственного комплекса в Санкт-Петербурге или перенос производства в Казань.","Автомобильный завод рассматривает новое место для своего следующего предприятия. **Команда экспертов проанализировала несколько регионов, оценив логистические преимущества, доступность рабочей силы и налоговые льготы, прежде чем окончательно выбрать город, который станет центром новых производственных мощностей.**",0.0,0.0,0.59,0.56
"Этот вопрос касается следующей информации: «Я замечаю великую и удивительную ошибку, как нашу собственную, так и наших отцов, в отношении действий гражданских властей этого мира в духовных вопросах. Я много раз читал… последнее завещание Господа Иисуса, и все же я не могу найти ни единой строчки в этом завещании, чтобы понять, что если бы Он счел нужным принять светскую корону и правление, Он когда-либо протянул бы хоть малейший палец светской или гражданской власти в дела Своих духовных дел и Царства. Следовательно, должно быть прискорбно, что это противоречит свидетельству Христа Иисуса, когда гражданское государство навязывает душам людей религию, богослужение, служение, клятвы (в религиозных и гражданских делах), десятину, времена, дни, браки и погребения на святой земле…» Роджер Уильямс, «Наемное служение». Ни одна из пуританских эмиграций Христа из Англии в 1652 году не прекратилась почти полностью в период с 1649 по 1660 год, потому что в течение этого периода…", история США в старшей школе,"['Большинство английских пуритан были заключены в тюрьму за ересь' 'Большинство пуритан обратились в католицизм' 'Поселение в Новой Англии стало слишком перенаселенным, и колониальные законодательные собрания всячески препятствовали иммиграции' 'Пуритане контролировали английское правительство']",3,Sheet1,"Этот вопрос касается следующей информации: «Я замечаю великую и удивительную ошибку, как нашу собственную, так и наших отцов, в отношении действий гражданских властей этого мира в духовных вопросах. Я много раз читал… последнее завещание Господа Иисуса, и все же я не могу найти ни единой строчки в этом завещании, чтобы понять, что если бы Он счел нужным принять светскую корону и правление, Он когда-либо протянул бы хоть малейший палец светской или гражданской власти в дела Своих духовных дел и Царства.","Следовательно, должно быть прискорбно, что это противоречит свидетельству Христа Иисуса, когда гражданское государство навязывает душам людей религию, богослужение, служение, клятвы (в религиозных и гражданских делах), десятину, времена, дни, браки и погребения на святой земле…» Роджер Уильямс, «Наемное служение». Ни одна из пуританских эмиграций Христа из Англии в 1652 году не прекратилась почти полностью в период с 1649 по 1660 год, потому что в течение этого периода…","вот что я говорю: «Я замечаю великую и удивительную ошибку, как нашу собственную, так и наших отцов, в отношении действий гражданских властей этого мира в духовных вопросах. Я много раз читал… последнее завещание Господа Иисуса, и все же я не могу найти ни единой строчки в этом завещании, чтобы понять, что если бы Он счел нужным принять светскую корону и правление, Он когда-либо протянул бы хоть малейший палец светской или гражданской власти в дела Своих духовных дел и Царства.","SECOND PIECE:
«И если бы Он действительно хотел установить светское правление, то, по всей видимости, Он бы не оставил нам Своих учеников, чтобы они, будучи Его последователями, не стали бы Его преемниками. Но мы видим, что они не только не стали Его преемниками, но и не стали даже Его учениками, а стали Его врагами. И если бы Он действительно хотел установить светское правление, то, по всей видимости, Он бы не оставил нам Своих учеников, чтобы они, будучи Его последователями, не стали бы Его преемниками. Но мы видим, что они не только не стали Его преемниками, но и не стали даже Его учениками, а стали Его врагами.

И если бы Он действительно хотел установить светское правление, то, по всей видимости, Он бы не оставил нам Своих учеников, чтобы они, будучи Его последователями, не стали бы Его преемниками. Но мы видим, что они не только не стали Его преемниками, но и не стали даже Его учениками, а стали Его врагами. И если бы Он действительно хотел установить светское правление, то, по всей видимости, Он бы не оставил нам Своих учеников, чтобы они, будучи Его последователями, не стали бы Его преемниками. Но мы видим, что они не только не стали Его преемниками, но и не стали даже Его учениками, а стали Его врагами.

И если бы Он действительно хотел установить светское правление, то, по всей видимости, Он бы не оставил нам Своих учеников, чтобы они, будучи Его последователями, не стали бы Его преемниками. Но мы видим, что они не только не стали Его преемниками, но и не стали даже Его учениками, а стали Его врагами. И если бы Он действительно хотел установить светское правление, то, по всей видимости, Он бы не оставил нам Своих учеников, чтобы они, будучи Его последователями, не стали бы Его преемниками. Но мы видим, что они не только не стали Его преемниками, но и не стали",0.0,0.0,0.47,0.55
Какое из следующих утверждений о рационе питания и состоянии здоровья пожилых людей является правильным?, питание," [«Согласно отчетам, пожилые люди потребляют меньше жиров, чем рекомендуется в качестве источника энергии». «Множественный дефицит микронутриентов широко распространен среди пожилых людей в странах с высоким уровнем дохода». «Пожилые люди, как правило, потребляют меньше энергии, чем молодые люди». «Различия в потреблении пищи среди пожилых людей незначительны».]",2,Sheet1,Какое из следующих утверждений о рационе питания и,состоянии здоровья пожилых людей является правильным?,физических нагрузок является верным?,"Какое из следующих утверждений о рационе питания и его влиянии на здоровье является наиболее точным?

1. Употребление большого количества сахара не влияет на уровень энергии.
2. Сбалансированное питание с достаточным количеством овощей и фруктов способствует улучшению общего самочувствия.
3. Исключение всех белков из рациона не имеет последствий для организма.

Правильный ответ: **2**. Сбалансированное питание с достаточным количеством овощей и фруктов способствует улучшению общего самочувствия.",0.0,0.0,0.63,0.62
 Какие три фактора регулируют ударный объем?, клинические_знания," ['Объем крови, преднагрузка и постнагрузка.' 'Преднагрузка, сократительная способность и постнагрузка.' 'Сократительная способность, объем крови и артериальное давление.' 'Сердечный выброс, сократительная способность и объем крови.']",1,Sheet1, Какие три фактора,регулируют ударный объем?,", влияющие на скорость реакции организма на стресс, называются:","Какие три фактора влияют на успех любого проекта: воля, знания и время.",0.0,0.0,0.35,0.44
" Предположим, сегодня среда. Какой день недели будет через 10^(10^(10)) дней?", математика колледжа, ['Воскресенье' 'Понедельник' 'Вторник' 'Среда'],0,Sheet1," Предположим, сегодня среда.",Какой день недели будет через 10^(10^(10)) дней?, Сегодня пятница.,"Предположим, сегодня среда.
Тогда завтра наступит четверг, а послезавтра — пятница.",0.0,0.0,0.64,0.56
" Что означает принцип соразмерности в отношении вариантов действий, доступных государству-жертве?", международное право,"['Государство-жертва может использовать те же средства и силу, что и агрессор', 'Государство-жертва может использовать любые средства для разгрома и выведения агрессора из строя', 'Государство-жертва может использовать только такие средства и силу, которые необходимы для разгрома агрессора', 'Государство-жертва ничего не может предпринять без одобрения Совета Безопасности']",2,Sheet1, Что означает принцип соразмерности в отношении,"вариантов действий, доступных государству-жертве?",применения к государственным органам и должностным лицам,"Что означает принцип соразмерности в отношении **использования государственного принуждения и принятых им мер по защите прав и свобод человека?**

Этот принцип требует, чтобы любые действия государства, направленные на ограничение прав граждан или принятие мер в публичных интересах, были:
1.  **Необходимыми** для достижения законной цели;
2.  **Адекватными** (пропорциональными) средствам, применяемым для её достижения;
3.  **Минимально достаточными**, то есть не вызывали излишнего ущерба правам человека.

В контексте международного права и конституционного строя принцип соразмерности служит главным ограничителем власти государства, предотвращая произвольное и чрезмерное вмешательство в частную жизнь и свободы личности.",0.0,0.0,0.55,0.42
" Нуссбаум утверждает, что для многих современных теоретиков этики переход к этическому подходу, основанному на добродетелях, связан с поворотом к:", философия," ['рационализм',' 'эмпиризм',' 'релятивизм',' 'абсолютизм']",2,Sheet1," Нуссбаум утверждает, что для многих современных теоретиков этики переход к этическому","подходу, основанному на добродетелях, связан с поворотом к:",инструментализму был бы предпочтительнее переход к гуманистической этике.,"Нуссбаум утверждает, что для многих современных теоретиков этики переход к этическому **позитивизму или либертарианству привел к потере способности видеть человеческую жизнь как целостное, наполненное смыслом целое, где моральные обязательства неразрывно связаны с человеческим достоинством и уязвимостью.**",0.0,0.0,0.57,0.57
" Когда неподвижный шар подвешен на одной вертикальной нити, натяжение нити равно mg. Если шар движется по горизонтальной окружности так, что нить описывает конус, натяжение нити", концептуальная_физика, ['равно мг' 'всегда больше мг' 'всегда меньше мг' 'может быть больше или меньше мг в зависимости от скорости мяча'],1,Sheet1," Когда неподвижный шар подвешен на одной вертикальной нити, натяжение нити равно mg. Если шар","движется по горизонтальной окружности так, что нить описывает конус, натяжение нити","подвешен на другой вертикальной нити, натяжение нити равно 2mg.","Когда неподвижный шар подвешен на одной вертикальной нити, натяжение нити равно mg. Если шар **начинает вращаться вокруг своей оси, натяжение нити остается равным mg, так как сила тяжести и натяжение продолжают уравновешивать друг друга в вертикальном направлении, а центробежная сила, возникающая из-за вращения, направлена горизонтально и не влияет на вертикальное равновесие.**",0.0,0.0,0.52,0.58
"В жалобе, поданной от имени женщины против дома престарелых и службы скорой помощи, содержались следующие утверждения: 86-летняя женщина, неспособная говорить после перенесенного инсульта, была забрана службой скорой помощи из дома своей дочери и доставлена в дом престарелых на время отсутствия дочери. Когда дочь вернулась через несколько дней, служба скорой помощи забрала женщину из дома престарелых и вернула ее в дом дочери. Дочь была потрясена, обнаружив, что у женщины сломана нога; при отправке в дом престарелых нога была цела. В приложенном к жалобе заключении врача указывалось, что травма ноги женщины не произошла бы при отсутствии халатности. В иске также утверждалось, что женщина последовательно находилась под контролем службы скорой помощи и дома престарелых в то время, когда она, должно быть, получила травму, и что либо служба скорой помощи, либо дом престарелых по неосторожности переместили или обработали женщину, что и привело к травме ноги. Оба ответчика утверждают, что утверждения в иске недостаточны для обоснования иска о халатности. Какой наилучший ответ на аргументы ответчиков?",профессиональное_право," «Оба ответчика несли обязанность перед женщиной». «Вероятно, один из двух ответчиков причинил вред, и обстоятельства причинения вреда в основном находятся в ведении и под контролем ответчиков, а не женщины или ее представителя». «Ответчики одновременно причинили вред, поэтому каждый из них несет субсидиарную ответственность за любое противоправное деяние, совершенное другим». «Есть основания для того, чтобы суд сделал вывод о том, что оба ответчика проявили халатность».",1,Sheet1,"В жалобе, поданной от имени женщины против дома престарелых и службы скорой помощи, содержались следующие утверждения: 86-летняя женщина, неспособная говорить после перенесенного инсульта, была забрана службой скорой помощи из дома своей дочери и доставлена в дом престарелых на время отсутствия дочери. Когда дочь вернулась через несколько дней, служба скорой помощи забрала женщину из дома престарелых и вернула ее в дом дочери. Дочь была потрясена, обнаружив, что у женщины сломана нога; при отправке в дом престарелых нога была цела. В приложенном к жалобе заключении врача указывалось, что травма ноги женщины не произошла бы при отсутствии халатности.","В иске также утверждалось, что женщина последовательно находилась под контролем службы скорой помощи и дома престарелых в то время, когда она, должно быть, получила травму, и что либо служба скорой помощи, либо дом престарелых по неосторожности переместили или обработали женщину, что и привело к травме ноги. Оба ответчика утверждают, что утверждения в иске недостаточны для обоснования иска о халатности. Какой наилучший ответ на аргументы ответчиков?","В жалобе, поданной от имени женщины против дома престарелых и службы скорой помощи, содержались следующие утверждения: 86-летняя женщина, неспособная говорить после перенесенного инсульта, была забрана службой скорой помощи из дома своей дочери и доставлена в дом престарелых на время отсутствия дочери. Когда дочь вернулась через несколько дней, служба скорой помощи забрала женщину из дома престарелых и вернула ее в дом дочери. Дочь была потрясена, обнаружив, что у женщины сломана нога; при отправке в дом престарелых нога была цела. В приложенном к жалобе заключении врача указывалось, что травма ноги женщины не произошла бы при отсутствии халатности.","В ответ на жалобу прокуратура инициировала внутреннее расследование, в ходе которого было установлено, что действия службой скорой помощи и администрации дома престарелых были полностью обоснованы и соответствовали медицинским протоколам. Врачи констатировали, что состояние женщины требовало немедленной госпитализации в стационар, а временное размещение в доме престарелых было единственным доступным вариантом, так как мест в больницах не было. Что касается травмы ноги, то экспертиза показала, что сломанная кость была результатом падения, произошедшего в доме престарелых, и не имела отношения к транспортировке. В заключение было отмечено, что халатности с обеих сторон не было, и жалоба была отклонена как необоснованная.",0.0,0.0,0.68,0.77
" Какой тип городской модели характеризуется наличием четко выраженной жилой зоны, простирающейся от центра города вдоль главного бульвара?", география для старшей школы, ['Европейский' 'Мусульманский' 'Африканский к югу от Сахары' 'Латинско-американский'],3,Sheet1," Какой тип городской модели характеризуется наличием четко выраженной жилой зоны,",простирающейся от центра города вдоль главного бульвара?,"отдельно стоящей коммерческой зоны и развитой транспортной инфраструктуры, обеспечивающей быструю связь с пригородами.","Какой тип городской модели характеризуется наличием четко выраженной жилой зоны, **отдельно от рабочих и коммерческих районов, при этом все функциональные зоны расположены в непосредственной близости от центра города?**

Ответ: **Концентрическая (или радиальная) модель**.

В этой модели город развивается вокруг центрального ядра (обычно административного или делового), где сосредоточены основные функции, а жилые районы расположены в концентрических кольцах вокруг него. Это классическая схема, описанная в теории городского планирования (например, модель Коннелла).",0.0,0.0,0.54,0.64
" Ионы водорода образуются, когда:",клинические_знания, ['Истощение запасов гликогена.' 'Происходит расщепление фосфокреатина.' 'Пируват превращается в лактат.' 'Гликолиз используется как основной способ ресинтеза АТФ.'],3,Sheet1, Ионы водорода,"образуются, когда:","ион водорода — это атом водорода, в котором удален единственный электрон.","**ВТОРАЯ ЧАСТЬ**

Ионы водорода — это не просто абстрактные символы в таблице Менделеева, а фундаментальные кирпичики, из которых состоит сама жизнь. Когда нейтральный атом водорода теряет свой единственный электрон, он превращается в протон — самый легкий и простой из всех известных ионов. Именно эти крошечные частицы, несущие положительный заряд, играют решающую роль в химии, биологии и даже в астрофизике.

В нашей крови и клетках ионы водорода определяют кислотно-щелочной баланс, регулируя тысячи биохимических реакций. Их концентрация — показатель pH — может быть критически важна для выживания организма. А в космосе, в недрах звезд, где температура достигает миллионов градусов, ионы водорода сталкиваются друг с другом, образуя новые элементы и светящиеся облака, из которых рождаются планеты.

Таким образом, хотя ион водорода кажется ничтожным по сравнению с гигантскими молекулами ДНК или сложными белками, он является их основой. Без этого простейшего иона жизнь, как мы её знаем, была бы невозможна.",0.0,0.0,0.54,0.48
" Баскетболист набрал 18 очков в своей первой игре. Это на 4 очка меньше, чем он набрал во второй игре. Составьте и решите уравнение, чтобы найти p — количество очков, набранных им во второй игре.", элементарная_математика, ['18 = p − 4; 14' '18 = p − 4; 22' '18 − 4 = p; 14' '18 − p = 4; 22'],1,Sheet1," Баскетболист набрал 18 очков в своей первой игре. Это на 4 очка меньше, чем он набрал во второй игре.","Составьте и решите уравнение, чтобы найти p — количество очков, набранных им во второй игре.",Сколько очков он набрал в общей сложности за две игры?,"В третьей игре он набрал на 6 очков больше, чем во второй.",0.0,0.0,0.69,0.71
Структурно-функционалистская теория описывает общество следующим образом:, социология," [«сложная сеть взаимодействий на микроуровне» «источник конфликтов, неравенства и отчуждения» «нестабильная структура социальных отношений» «нормативная система ролей и институтов»]",3,Sheet1,Структурно-функционалистская теория описывает общество,следующим образом:,"как сложную систему, состоящую из различных частей, которые взаимодействуют друг с другом и влияют на общее функционирование общества.","Структурно-функционалистская теория описывает общество как сложную систему, состоящую из различных частей (структур), каждая из которых выполняет определенные функции, необходимые для поддержания целостности и стабильности всего общества.",0.0,0.0,0.68,0.77
" Когда Верховный суд принимает решение о принятии дела к рассмотрению в апелляционном порядке,", школьное_правительство_и_политика,['выдает судебный приказ о хабеас корпус' 'выдает судебный приказ о пересмотре дела' 'выдает заключения amicus curiae' 'занимается судебным пересмотром'],1,Sheet1, Когда Верховный суд принимает решение о принятии,"дела к рассмотрению в апелляционном порядке,","в гражданском деле, то это решение вступает в силу немедленно.","Когда Верховный суд принимает решение о принятии дела к рассмотрению, оно вступает в силу немедленно и обязывает все государственные органы и должностных лиц обеспечить его исполнение в установленный законом срок.",0.0,0.0,0.58,0.41
"Исследовательница проводит обследование биома и обнаруживает на 35 процентов больше видов, чем в любом другом биоме. В каком биоме она, скорее всего, находится?", биология для старшей школы, ['Тундра' 'Тиага' 'Тропический дождевой лес' 'Умеренный лиственный лес'],2,Sheet1,"Исследовательница проводит обследование биома и обнаруживает на 35 процентов больше видов, чем в любом другом биоме.","В каком биоме она, скорее всего, находится?",Это открытие заставляет её задуматься о масштабах биоразнообразия на планете.,"Она называет это «Аномалией Равновесия» и предполагает, что здесь эволюция остановилась на пике совершенства, создав экосистему, где каждый вид идеально адаптирован к нише, не оставляя места для вторжения или вымирания.",0.0,0.0,0.62,0.75
 При превращении воды в пар выделяется энергия., концептуальная_физика, ['поглощен водой' 'высвобождается водой' 'сохраняется при изменении фазового состояния' 'превратился в другую форму'],0,Sheet1, При превращении воды в,пар выделяется энергия.,пар водяного пара,"При превращении воды в **пар происходит поглощение тепла, что приводит к увеличению её внутренней энергии и расширению объёма.**",0.0,0.0,0.7,0.34
 Какие из следующих факторов могут влиять на активность ферментов?, колледж_медицина, ['Температура'. 'pH'. 'Наличие определенных ионов металлов'. 'Все вышеперечисленное'.],3,Sheet1, Какие из следующих факторов могут,влиять на активность ферментов?,влиять на выбор метода решения задачи?,Какие из следующих факторов могут **влиять на эффективность инвестиционной стратегии в условиях волатильного рынка?**,0.0,0.0,0.4,0.56
" Во время сезона охоты на оленей, открытого для охотников с ружьями, один охотник увидел оленя в лесу. Он выстрелил в него из ружья, надеясь попасть и убить. Вместо этого он ранил туриста. Охотник не знал о присутствии туриста. Имеет ли пострадавший турист право подать иск против охотника по обвинению в нанесении телесных повреждений?", профессиональное_право,"['Нет, потому что охотник не намеревался стрелять в туриста.' 'Нет, потому что охотник не вступил в прямой физический контакт с туристом.' 'Да, потому что пуля из винтовки охотника попала в туриста.' 'Да, потому что охотник намеренно выстрелил из винтовки.']",0,Sheet1," Во время сезона охоты на оленей, открытого для охотников с ружьями, один охотник увидел оленя в лесу. Он выстрелил в него из ружья, надеясь попасть и убить. Вместо этого он ранил туриста.",Охотник не знал о присутствии туриста. Имеет ли пострадавший турист право подать иск против охотника по обвинению в нанесении телесных повреждений?,Вместо этого он ранил туриста.,"Вместо этого он ранил туриста, который просто гулял по лесу, не подозревая об опасности. Охотник, испугавшись, что турист может умереть, немедленно остановился и начал кричать на помощь, но его крики были заглушены шумом леса. Турист, в шоке от боли, попытался встать, но его ноги подкосились, и он рухнул на землю. Охотник, чувствуя растущее раскаяние, бросил ружье и начал бежать, чтобы вызвать спасателей, зная, что теперь он стал причиной чужой трагедии.",0.0,0.0,0.62,0.74
"Этот вопрос касается следующей информации. Каждые два месяца Его Величество присылает из Лимы 60 000 песо для оплаты труда индейцев. В горном хребте Уанакавелика на ртутном руднике работают 3000 или 4000 индейцев, используя кирки и молотки для дробления руды. Наполнив свои маленькие мешки, бедняги, с грузом нагруженные, поднимаются по этим лестницам и такелажу, настолько неудобным, что человек едва может на них забраться. Так они работают на этом руднике, при множестве ламп, громком шуме молотков и большом беспорядке. И это не самое большое зло; это вина вороватых и недисциплинированных управляющих. Согласно указу Его Величества, владельцы рудника в Потоси имеют право на оплату труда 13 300 индейцев. Эти индейцы, получающие плату за труд, зарабатывают каждый день 4 реала. Помимо них, есть и другие, не обязанные этим заниматься, которые добровольно нанимаются на работу: каждый из них получает от 12 до 16 реалов, а некоторые — до 24, в зависимости от того, насколько хорошо они владеют кирками или насколько известны своим умением добывать руду. Антонио Васкес де Эспиноса, отчет о добыче полезных ископаемых в Уанакавелике и Потоси, 1620-е годы. Третья главная причина разорения местных якутских и тунгусских индейцев заключается в том, что с момента их первого попадания под русский контроль они были вынуждены платить дань ясак. Некоторые платили соболями, другие — рыжими лисами, третьи — наличными. Сначала там было много пушных животных, но теперь соболей и лис в этих землях, от берегов Северного Ледовитого океана до самой реки Лены на юге, нет. Более того, почти половина индейцев не может охотиться, потому что у них больше нет лошадей, многие из которых были заложены сборщикам ясака. Генрих фон Фюх, «Об обращении с туземцами в Северо-Восточной Сибири», 1744 г. Система труда, описанная в первом отрывке, возникла каким из следующих способов?",история мира в старшей школе," ['Испанские колонисты полностью поработили коренное население Америки.' 'Испания отказалась покупать рабов в Африке, полагаясь вместо этого на труд коренных американцев.' 'Испанские власти адаптировали местные формы мобилизации рабочей силы для своих собственных целей.' 'Испанские землевладельцы стали сильно зависеть от плантационного монокультурного земледелия.']",2,Sheet1,"Этот вопрос касается следующей информации. Каждые два месяца Его Величество присылает из Лимы 60 000 песо для оплаты труда индейцев. В горном хребте Уанакавелика на ртутном руднике работают 3000 или 4000 индейцев, используя кирки и молотки для дробления руды. Наполнив свои маленькие мешки, бедняги, с грузом нагруженные, поднимаются по этим лестницам и такелажу, настолько неудобным, что человек едва может на них забраться. Так они работают на этом руднике, при множестве ламп, громком шуме молотков и большом беспорядке. И это не самое большое зло; это вина вороватых и недисциплинированных управляющих. Согласно указу Его Величества, владельцы рудника в Потоси имеют право на оплату труда 13 300 индейцев. Эти индейцы, получающие плату за труд, зарабатывают каждый день 4 реала. Помимо них, есть и другие, не обязанные этим заниматься, которые добровольно нанимаются на работу: каждый из них получает от 12 до 16 реалов, а некоторые — до 24, в зависимости от того, насколько хорошо они владеют кирками или насколько известны своим умением добывать руду.","Антонио Васкес де Эспиноса, отчет о добыче полезных ископаемых в Уанакавелике и Потоси, 1620-е годы. Третья главная причина разорения местных якутских и тунгусских индейцев заключается в том, что с момента их первого попадания под русский контроль они были вынуждены платить дань ясак. Некоторые платили соболями, другие — рыжими лисами, третьи — наличными. Сначала там было много пушных животных, но теперь соболей и лис в этих землях, от берегов Северного Ледовитого океана до самой реки Лены на юге, нет. Более того, почти половина индейцев не может охотиться, потому что у них больше нет лошадей, многие из которых были заложены сборщикам ясака. Генрих фон Фюх, «Об обращении с туземцами в Северо-Восточной Сибири», 1744 г. Система труда, описанная в первом отрывке, возникла каким из следующих способов?","Вот это и есть то, что называется «золотым рудником», и именно здесь, в Потоси, находится самая большая часть золота, которое добывается в Перу.","Вот продолжение текста, которое логически завершает описанную картину эксплуатации индейцев на рудниках, сохраняя стиль и фактологическую подачу оригинала:

Однако эта система, по сути, является лишь верхушкой айсберга, скрывающей еще более глубокую трагедию. Индейцы, работая на рудниках, часто не получают даже той суммы, которая должна им по закону; их зарплата часто задерживается или присваивается посредниками, которые берут с них огромные проценты за «заботу» о доставке денег. В результате многие семьи остаются в состоянии крайней нищеты, вынужденные продавать свои вещи или даже детей, чтобы выжить. Кроме того, условия труда настолько изнурительны, что многие индейцы погибают от истощения или травм еще до того, как успеют вернуться домой. Их тела, покрытые ранами и грязью, становятся лишь еще одним источником дохода для владельцев рудников, которые, несмотря на все это, продолжают увеличивать добычу, игнорируя человеческие жизни. Эта безжалостная эксплуатация, продолжавшаяся столетиями, оставила неизгладимый след в истории, напоминая о том, что цена золота и серебра для этих людей была не просто высокой, а часто — их самой жизнью.",0.0,0.0,0.94,0.94
